,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_pycbc-search_0_condorpool,None,auxiliary,0,1715210578.0,,,1715210579.0,,,0.0,1715210584.0,1715210594.0,,,0.0,1715210594.0,1715210599.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-search -T 2024-03-27T21:26:08+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
create_dir_pycbc-search_0_local,None,auxiliary,0,1715210578.0,,,1715210579.0,,,0.0,1715210584.0,1715210594.0,,,0.0,1715210594.0,1715210599.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-search -T 2024-03-27T21:26:08+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
calculate_psd_ID38_ID0000041,None,compute,0,1715210599.0,,,1715210604.0,1715210620.0,1715210638.0,127832994.8,1715210619.0,1715210684.0,1715210673.0,1715210675.0,6069504.0,1715210684.0,1715210689.0,5.0,,15.0,65.0,5.0,18.0,1485630519.0,2.0,17785535.0,poseidon,condorpool,poseidon-worker-2-container-36-39,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,29.2,0,0,0.1,661361334.0,28825.0,4764.0,33.0,19.8,5.0,13227226.7,2882.5
calculate_psd_ID38_ID0000040,None,compute,0,1715210599.0,,,1715210604.0,1715210620.0,1715210641.0,99386853.4,1715210619.0,1715210684.0,1715210674.0,1715210677.0,6001614.0,1715210684.0,1715210689.0,5.0,,15.0,65.0,5.0,21.0,1488783041.0,3.0,17717127.0,poseidon,condorpool,poseidon-worker-2-container-44-47,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,27.6,0,0,0.0,680272352.0,28825.0,4757.0,33.0,20.9,3.9,13605447.0,2882.5
page_segtable_ID45_ID0000046,cpu_2,compute,0,1715210599.0,,,1715210604.0,1715210620.0,1715210636.0,140008133.4,1715210619.0,1715210654.0,1715210644.0,1715210647.0,918.0,1715210654.0,1715210659.0,5.0,,15.0,35.0,5.0,16.0,1379890407.0,3.0,2496.0,poseidon,condorpool,poseidon-worker-1-container-36-39,page_segtable_ID45,/usr/local/bin/pycbc_page_segtable,,2.8,0,0,,,,,,,,,
page_segtable_ID45_ID0000048,None,compute,0,1715210599.0,,,1715210604.0,1715210620.0,1715210636.0,135153503.6,1715210619.0,1715210654.0,1715210645.0,1715210647.0,869.0,1715210654.0,1715210659.0,5.0,,15.0,35.0,5.0,16.0,1379890267.0,2.0,2376.0,poseidon,condorpool,poseidon-worker-1-container-28-31,page_segtable_ID45,/usr/local/bin/pycbc_page_segtable,,3.2,0,0,,,,,,,,,
plot_segments_ID43_ID0000044,None,compute,0,1715210599.0,,,1715210604.0,1715210620.0,1715210637.0,122965965.2,1715210619.0,1715210654.0,1715210645.0,1715210648.0,8314.0,1715210654.0,1715210659.0,5.0,,15.0,35.0,5.0,17.0,1379884331.0,3.0,24223.0,poseidon,condorpool,poseidon-worker-1-container-0-3,plot_segments_ID43,/usr/local/bin/pycbc_page_segments,,2.9,0,0,,,,,,,,,
injections_ID123_ID0000132,None,compute,0,1715210599.0,,,1715210604.0,1715210620.0,1715210629.0,159169199.0,1715210619.0,1715210644.0,1715210635.0,1715210637.0,14319.0,1715210644.0,1715210649.0,5.0,,15.0,25.0,5.0,9.0,1379880960.0,2.0,40346.0,poseidon,condorpool,poseidon-worker-2-container-28-31,injections_ID123,/usr/local/bin/lalapps_inspinj,,0.2,0,0,,,,,,,,,
page_versioning_ID174_ID0000184,None,compute,0,1715210599.0,,,1715210604.0,1715210620.0,1715210629.0,149621002.0,1715210619.0,1715210724.0,1715210711.0,1715210714.0,17815.0,1715210724.0,1715210729.0,5.0,,15.0,105.0,5.0,9.0,1379880960.0,3.0,54037.0,poseidon,condorpool,poseidon-worker-1-container-44-47,page_versioning_ID174,/usr/local/bin/pycbc_page_versioning,,76.0,0,0,0.0,1799292227.0,2244653.0,290753.0,2462.0,11.0,2.9,11995281.5,14964.4
calculate_psd_ID38_ID0000039,cpu_2,compute,0,1715210599.0,,,1715210604.0,1715210620.0,1715210637.0,144159625.0,1715210619.0,1715210684.0,1715210672.0,1715210675.0,5906685.0,1715210684.0,1715210689.0,5.0,,15.0,65.0,5.0,17.0,1509359540.0,3.0,18080430.0,poseidon,condorpool,poseidon-worker-2-container-40-43,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,29.2,0,0,0.0,803729996.0,28825.0,4755.0,33.0,21.2,3.7,16074599.9,2882.5
