,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_pycbc-search_0_condorpool,None,auxiliary,0,1715298151.0,,,1715298152.0,,,0.0,1715298156.0,1715298162.0,,,0.0,1715298162.0,1715298167.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-search -T 2024-03-27T21:26:08+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
create_dir_pycbc-search_0_local,None,auxiliary,0,1715298151.0,,,1715298152.0,,,0.0,1715298156.0,1715298162.0,,,0.0,1715298162.0,1715298167.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-search -T 2024-03-27T21:26:08+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
calculate_psd_ID38_ID0000041,cpu_3,compute,0,1715298167.0,,,1715298172.0,1715298193.0,1715298209.0,147949760.8,1715298192.0,1715298252.0,1715298242.0,1715298245.0,5994340.0,1715298252.0,1715298257.0,5.0,,20.0,60.0,5.0,16.0,1485630519.0,3.0,17785535.0,poseidon,condorpool,poseidon-worker-2-container-28-31,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,27.7,0,0,0.0,661357090.0,28825.0,4758.0,33.0,21.2,3.7,13227141.8,2882.5
calculate_psd_ID38_ID0000040,None,compute,0,1715298167.0,,,1715298172.0,1715298193.0,1715298209.0,150231787.9,1715298192.0,1715298252.0,1715298242.0,1715298245.0,5821381.0,1715298252.0,1715298257.0,5.0,,20.0,60.0,5.0,16.0,1488783041.0,3.0,17717127.0,poseidon,condorpool,poseidon-worker-1-container-32-35,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,27.4,0,0,0.1,680273727.0,28825.0,4757.0,33.0,20.7,4.1,13605474.5,2882.5
page_segtable_ID45_ID0000046,None,compute,0,1715298167.0,,,1715298172.0,1715298193.0,1715298211.0,109273444.3,1715298192.0,1715298227.0,1715298219.0,1715298222.0,905.0,1715298227.0,1715298232.0,5.0,,20.0,35.0,5.0,18.0,1379890407.0,3.0,2496.0,poseidon,condorpool,poseidon-worker-1-container-44-47,page_segtable_ID45,/usr/local/bin/pycbc_page_segtable,,2.8,0,0,,,,,,,,,
page_segtable_ID45_ID0000048,None,compute,0,1715298167.0,,,1715298172.0,1715298192.0,1715298209.0,132754263.8,1715298192.0,1715298227.0,1715298217.0,1715298220.0,816.0,1715298227.0,1715298232.0,5.0,,20.0,35.0,5.0,17.0,1379890267.0,3.0,2376.0,poseidon,condorpool,poseidon-worker-2-container-40-43,page_segtable_ID45,/usr/local/bin/pycbc_page_segtable,,2.8,0,0,,,,,,,,,
plot_segments_ID43_ID0000044,cpu_3,compute,0,1715298167.0,,,1715298172.0,1715298193.0,1715298210.0,112203363.8,1715298192.0,1715298227.0,1715298219.0,1715298221.0,8918.0,1715298227.0,1715298232.0,5.0,,20.0,35.0,5.0,17.0,1379884331.0,2.0,24223.0,poseidon,condorpool,poseidon-worker-1-container-36-39,plot_segments_ID43,/usr/local/bin/pycbc_page_segments,,2.8,0,0,,,,,,,,,
injections_ID123_ID0000132,cpu_3,compute,0,1715298167.0,,,1715298172.0,1715298193.0,1715298201.0,153823613.0,1715298192.0,1715298217.0,1715298207.0,1715298210.0,14355.0,1715298217.0,1715298222.0,5.0,,20.0,25.0,5.0,8.0,1379880960.0,3.0,40346.0,poseidon,condorpool,poseidon-worker-1-container-40-43,injections_ID123,/usr/local/bin/lalapps_inspinj,,0.1,0,0,,,,,,,,,
page_versioning_ID174_ID0000184,None,compute,0,1715298167.0,,,1715298172.0,1715298192.0,1715298202.0,140530942.0,1715298192.0,1715298292.0,1715298283.0,1715298286.0,17860.0,1715298292.0,1715298297.0,5.0,,20.0,100.0,5.0,10.0,1379880960.0,3.0,54037.0,poseidon,condorpool,poseidon-worker-1-container-20-23,page_versioning_ID174,/usr/local/bin/pycbc_page_versioning,,75.6,0,0,0.1,1805790837.0,2287065.0,291857.0,2563.0,11.3,2.9,12038605.6,15247.1
calculate_psd_ID38_ID0000039,None,compute,0,1715298167.0,,,1715298172.0,1715298193.0,1715298210.0,127982023.9,1715298192.0,1715298257.0,1715298246.0,1715298249.0,6125888.0,1715298257.0,1715298262.0,5.0,,20.0,65.0,5.0,17.0,1509359540.0,3.0,18080430.0,poseidon,condorpool,poseidon-worker-2-container-44-47,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,29.9,0,0,0.1,803729982.0,28825.0,4750.0,33.0,20.0,4.9,16074599.6,2882.5
