,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_pycbc-search_0_condorpool,None,auxiliary,0,1716788517.0,,,1716788518.0,,,0.0,1716788522.0,1716788528.0,,,0.0,1716788528.0,1716788533.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-search -T 2024-03-27T21:26:08+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
create_dir_pycbc-search_0_local,None,auxiliary,0,1716788517.0,,,1716788518.0,,,0.0,1716788522.0,1716788528.0,,,0.0,1716788528.0,1716788533.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-search -T 2024-03-27T21:26:08+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
calculate_psd_ID38_ID0000041,None,compute,0,1716788533.0,,,1716788538.0,1716788559.0,1716788575.0,149984597.6,1716788558.0,1716788714.0,1716788701.0,1716788704.0,5372767.0,1716788714.0,1716788719.0,5.0,,20.0,156.0,5.0,16.0,1485630519.0,3.0,17785535.0,poseidon,condorpool,poseidon-worker-1-container-40-43,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,27.3,0,0,0.1,661355851.0,28825.0,4752.0,33.0,21.0,3.9,13227117.0,2882.5
calculate_psd_ID38_ID0000040,None,compute,0,1716788533.0,,,1716788538.0,1716788559.0,1716788575.0,144774209.6,1716788558.0,1716788714.0,1716788701.0,1716788704.0,5434161.0,1716788714.0,1716788719.0,5.0,,20.0,156.0,5.0,16.0,1488783041.0,3.0,17717127.0,poseidon,condorpool,poseidon-worker-2-container-36-39,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,26.8,0,0,0.1,680272360.0,28825.0,4757.0,33.0,21.1,3.8,13605447.2,2882.5
page_segtable_ID45_ID0000046,hdd_10,compute,0,1716788533.0,,,1716788538.0,1716788559.0,1716788579.0,91812840.4,1716788558.0,1716788714.0,1716788701.0,1716788704.0,815.0,1716788714.0,1716788719.0,5.0,,20.0,156.0,5.0,20.0,1379890407.0,3.0,2496.0,poseidon,condorpool,poseidon-worker-1-container-44-47,page_segtable_ID45,/usr/local/bin/pycbc_page_segtable,,3.0,0,0,,,,,,,,,
page_segtable_ID45_ID0000048,None,compute,0,1716788533.0,,,1716788538.0,1716788559.0,1716788575.0,124246684.6,1716788558.0,1716788714.0,1716788701.0,1716788704.0,787.0,1716788714.0,1716788719.0,5.0,,20.0,156.0,5.0,16.0,1379890267.0,3.0,2376.0,poseidon,condorpool,poseidon-worker-2-container-28-31,page_segtable_ID45,/usr/local/bin/pycbc_page_segtable,,3.0,0,0,,,,,,,,,
plot_segments_ID43_ID0000044,None,compute,0,1716788533.0,,,1716788538.0,1716788559.0,1716788576.0,113681346.9,1716788558.0,1716788714.0,1716788701.0,1716788704.0,7966.0,1716788714.0,1716788719.0,5.0,,20.0,156.0,5.0,17.0,1379884331.0,3.0,24219.0,poseidon,condorpool,poseidon-worker-2-container-40-43,plot_segments_ID43,/usr/local/bin/pycbc_page_segments,,3.0,0,0,,,,,,,,,
injections_ID123_ID0000132,None,compute,0,1716788533.0,,,1716788538.0,1716788559.0,1716788570.0,125652786.0,1716788558.0,1716788714.0,1716788701.0,1716788704.0,13126.0,1716788714.0,1716788719.0,5.0,,20.0,156.0,5.0,11.0,1379880960.0,3.0,40346.0,poseidon,condorpool,poseidon-worker-1-container-32-35,injections_ID123,/usr/local/bin/lalapps_inspinj,,0.2,0,0,,,,,,,,,
page_versioning_ID174_ID0000184,None,compute,0,1716788533.0,,,1716788538.0,1716788559.0,1716788571.0,108354989.0,1716788558.0,1716788714.0,1716788701.0,1716788704.0,17756.0,1716788714.0,1716788719.0,5.0,,20.0,156.0,5.0,12.0,1379880960.0,3.0,54037.0,poseidon,condorpool,poseidon-worker-2-container-44-47,page_versioning_ID174,/usr/local/bin/pycbc_page_versioning,,73.6,0,0,0.1,1691635314.0,2159120.0,274413.0,2384.0,8.6,2.5,12083109.4,15422.3
calculate_psd_ID38_ID0000039,None,compute,0,1716788533.0,,,1716788538.0,1716788559.0,1716788578.0,116167844.5,1716788558.0,1716788714.0,1716788701.0,1716788704.0,5443578.0,1716788714.0,1716788719.0,5.0,,20.0,156.0,5.0,19.0,1509359540.0,3.0,18080430.0,poseidon,condorpool,poseidon-worker-1-container-36-39,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,30.7,0,0,0.1,803735551.0,28825.0,4775.0,33.0,24.3,5.6,13395592.5,2882.5
