,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_pycbc-search_0_condorpool,None,auxiliary,0,1715193123.0,,,1715193124.0,,,0.0,1715193128.0,1715193134.0,,,0.0,1715193134.0,1715193139.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-search -T 2024-03-27T21:26:08+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
create_dir_pycbc-search_0_local,None,auxiliary,0,1715193123.0,,,1715193124.0,,,0.0,1715193128.0,1715193134.0,,,0.0,1715193134.0,1715193139.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-search -T 2024-03-27T21:26:08+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
calculate_psd_ID38_ID0000041,None,compute,0,1715193139.0,,,1715193144.0,1715193148.0,1715193164.0,136997614.5,1715193147.0,1715193209.0,1715193198.0,1715193202.0,5523022.0,1715193209.0,1715193214.0,5.0,,3.0,62.0,5.0,16.0,1485630519.0,4.0,17785535.0,poseidon,condorpool,poseidon-worker-1-container-36-39,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,28.6,0,0,0.0,661361327.0,28825.0,4767.0,33.0,20.9,3.9,13227226.5,2882.5
calculate_psd_ID38_ID0000040,None,compute,0,1715193139.0,,,1715193144.0,1715193148.0,1715193164.0,144676738.1,1715193147.0,1715193209.0,1715193199.0,1715193202.0,5666606.0,1715193209.0,1715193214.0,5.0,,3.0,62.0,5.0,16.0,1488783041.0,3.0,17717127.0,poseidon,condorpool,poseidon-worker-1-container-40-43,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,29.3,0,0,0.0,680270988.0,28825.0,4754.0,33.0,19.9,4.9,13605419.8,2882.5
page_segtable_ID45_ID0000046,None,compute,0,1715193139.0,,,1715193144.0,1715193148.0,1715193164.0,137271235.3,1715193147.0,1715193184.0,1715193172.0,1715193174.0,917.0,1715193184.0,1715193189.0,5.0,,3.0,37.0,5.0,16.0,1379890407.0,2.0,2496.0,poseidon,condorpool,poseidon-worker-2-container-40-43,page_segtable_ID45,/usr/local/bin/pycbc_page_segtable,,3.0,0,0,,,,,,,,,
page_segtable_ID45_ID0000048,None,compute,0,1715193139.0,,,1715193144.0,1715193148.0,1715193165.0,124372062.5,1715193147.0,1715193184.0,1715193173.0,1715193176.0,871.0,1715193184.0,1715193189.0,5.0,,3.0,37.0,5.0,17.0,1379890267.0,3.0,2376.0,poseidon,condorpool,poseidon-worker-2-container-36-39,page_segtable_ID45,/usr/local/bin/pycbc_page_segtable,,3.3,0,0,,,,,,,,,
plot_segments_ID43_ID0000044,None,compute,0,1715193139.0,,,1715193144.0,1715193148.0,1715193165.0,114816472.3,1715193147.0,1715193184.0,1715193173.0,1715193176.0,8814.0,1715193184.0,1715193189.0,5.0,,3.0,37.0,5.0,17.0,1379884331.0,3.0,24223.0,poseidon,condorpool,poseidon-worker-1-container-44-47,plot_segments_ID43,/usr/local/bin/pycbc_page_segments,,2.8,0,0,,,,,,,,,
injections_ID123_ID0000132,None,compute,0,1715193139.0,,,1715193144.0,1715193148.0,1715193158.0,131013696.0,1715193147.0,1715193174.0,1715193164.0,1715193167.0,14217.0,1715193174.0,1715193179.0,5.0,,3.0,27.0,5.0,10.0,1379880960.0,3.0,40346.0,poseidon,condorpool,poseidon-worker-2-container-24-27,injections_ID123,/usr/local/bin/lalapps_inspinj,,0.2,0,0,,,,,,,,,
page_versioning_ID174_ID0000184,None,compute,0,1715193139.0,,,1715193144.0,1715193148.0,1715193162.0,99242565.0,1715193147.0,1715193255.0,1715193242.0,1715193245.0,19090.0,1715193255.0,1715193260.0,5.0,,3.0,108.0,5.0,14.0,1379880960.0,3.0,54037.0,poseidon,condorpool,poseidon-worker-2-container-28-31,page_versioning_ID174,/usr/local/bin/pycbc_page_versioning,,75.0,0,0,0.0,1647672434.0,2087794.0,267071.0,2266.0,8.0,2.5,11769088.8,14912.8
calculate_psd_ID38_ID0000039,None,compute,0,1715193139.0,,,1715193144.0,1715193148.0,1715193164.0,144252549.9,1715193147.0,1715193214.0,1715193201.0,1715193204.0,6152567.0,1715193214.0,1715193219.0,5.0,,3.0,67.0,5.0,16.0,1509359540.0,3.0,18080430.0,poseidon,condorpool,poseidon-worker-1-container-16-19,calculate_psd_ID38,/usr/local/bin/pycbc_calculate_psd,,31.2,0,0,0.1,803735544.0,28825.0,4773.0,33.0,24.1,5.7,13395592.4,2882.5
