,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_eht-difmap_0_condorpool,None,auxiliary,0,1714242776.0,,,1714242777.0,,,0.0,1714242782.0,1714242792.0,,,0.0,1714242792.0,1714242797.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L eht-difmap -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
difmapp_ID0000022,None,compute,0,1714242797.0,,,1714242802.0,1714242816.0,1714242833.0,130431902.0,1714242815.0,1714242902.0,1714242891.0,1714242894.0,794247.0,1714242902.0,1714242907.0,5.0,,13.0,87.0,5.0,17.0,1169710926.0,3.0,2656159.0,poseidon,condorpool,poseidon-worker-1-container-44-47,difmapp,/srv/difmapp,,0.7,0,0,0.0,947152.0,687219.0,15652.0,15174.0,0.3,0.4,9471.5,6872.2
difmapp_ID0000001,cpu_3,compute,0,1714242797.0,,,1714242802.0,1714242816.0,1714242832.0,130067212.8,1714242815.0,1714242867.0,1714242858.0,1714242861.0,849593.0,1714242867.0,1714242872.0,5.0,,13.0,52.0,5.0,16.0,1169846286.0,3.0,2777030.0,poseidon,condorpool,poseidon-worker-2-container-36-39,difmapp,/srv/difmapp,,0.1,0,0,0.0,558026.0,331526.0,8714.0,8362.0,0.0,0.1,13950.6,8288.1
difmapp_ID0000012,None,compute,0,1714242797.0,,,1714242802.0,1714242817.0,1714242833.0,128120991.0,1714242816.0,1714242882.0,1714242870.0,1714242873.0,867473.0,1714242882.0,1714242887.0,5.0,,14.0,66.0,5.0,16.0,1169929806.0,3.0,2864083.0,poseidon,condorpool,poseidon-worker-2-container-44-47,difmapp,/srv/difmapp,,0.5,0,0,0.0,654633.0,415534.0,9227.0,8830.0,0.1,0.4,10910.5,6925.6
difmapp_ID0000004,None,compute,0,1714242797.0,,,1714242802.0,1714242816.0,1714242833.0,116603422.2,1714242815.0,1714242867.0,1714242856.0,1714242860.0,829527.0,1714242867.0,1714242872.0,5.0,,13.0,52.0,5.0,17.0,1169794446.0,4.0,2730916.0,poseidon,condorpool,poseidon-worker-2-container-40-43,difmapp,/srv/difmapp,,0.3,0,0,0.0,501753.0,277940.0,6223.0,5886.0,0.1,0.2,16725.1,9264.7
difmapp_ID0000026,None,compute,0,1714242797.0,,,1714242802.0,1714242816.0,1714242833.0,127806475.1,1714242815.0,1714242907.0,1714242894.0,1714242897.0,806666.0,1714242907.0,1714242912.0,5.0,,13.0,92.0,5.0,17.0,1169710926.0,3.0,2657210.0,poseidon,condorpool,poseidon-worker-1-container-40-43,difmapp,/srv/difmapp,,0.9,0,0,0.0,1023049.0,756193.0,17178.0,16676.0,0.3,0.5,9300.4,6874.5
difmapp_ID0000015,None,compute,0,1714242797.0,,,1714242802.0,1714242817.0,1714242833.0,129233597.8,1714242816.0,1714242862.0,1714242849.0,1714242852.0,699503.0,1714242862.0,1714242867.0,5.0,,14.0,46.0,5.0,16.0,1169368206.0,3.0,2345144.0,poseidon,condorpool,poseidon-worker-2-container-32-35,difmapp,/srv/difmapp,,0.2,0,0,0.0,468653.0,251747.0,5549.0,5236.0,0.1,0.1,23432.6,12587.3
difmapp_ID0000008,None,compute,0,1714242797.0,,,1714242802.0,1714242816.0,1714242834.0,111308087.0,1714242815.0,1714242882.0,1714242870.0,1714242873.0,843842.0,1714242882.0,1714242887.0,5.0,,13.0,67.0,5.0,18.0,1169895246.0,3.0,2830977.0,poseidon,condorpool,poseidon-worker-1-container-36-39,difmapp,/srv/difmapp,,0.5,0,0,0.0,668031.0,431661.0,9495.0,9104.0,0.2,0.3,11133.9,7194.3
difmapp_ID0000019,None,compute,0,1714242797.0,,,1714242802.0,1714242817.0,1714242833.0,130980475.8,1714242816.0,1714242862.0,1714242849.0,1714242853.0,721167.0,1714242862.0,1714242867.0,5.0,,14.0,46.0,5.0,16.0,1169388366.0,4.0,2363009.0,poseidon,condorpool,poseidon-worker-1-container-20-23,difmapp,/srv/difmapp,,0.2,0,0,0.0,457050.0,240134.0,5337.0,5024.0,0.1,0.1,22852.5,12006.7
difmap-postprocessing_ID0000021,None,compute,0,1714242867.0,,,1714242872.0,1714242873.0,1714242890.0,122963435.8,1714242872.0,1714242912.0,1714242901.0,1714242904.0,50824.0,1714242912.0,1714242917.0,5.0,,0.0,40.0,5.0,17.0,1170209787.0,3.0,158326.0,poseidon,condorpool,poseidon-worker-1-container-44-47,difmap-postprocessing,/srv/difmap-postprocessing,,5.6,0,0,0.1,57597666.0,53704.0,27852.0,11.0,3.5,1.4,5759766.6,5370.4
difmap-postprocessing_ID0000020,None,compute,0,1714242867.0,,,1714242872.0,1714242874.0,1714242890.0,130577874.2,1714242873.0,1714242912.0,1714242901.0,1714242904.0,59084.0,1714242912.0,1714242917.0,5.0,,1.0,39.0,5.0,16.0,1170209787.0,3.0,184500.0,poseidon,condorpool,poseidon-worker-2-container-32-35,difmap-postprocessing,/srv/difmap-postprocessing,,5.5,0,0,0.1,57563576.0,53704.0,27778.0,11.0,3.4,1.5,5756357.6,5370.4
difmap-imgsum_ID0000018,None,compute,0,1714242867.0,,,1714242872.0,1714242873.0,1714242890.0,126670555.5,1714242872.0,1714242932.0,1714242923.0,1714242926.0,79377.0,1714242932.0,1714242937.0,5.0,,0.0,60.0,5.0,17.0,1170436604.0,3.0,249617.0,poseidon,condorpool,poseidon-worker-2-container-40-43,difmap-imgsum,/srv/difmap-imgsum,,27.2,0,0,0.1,306537055.0,19639355.0,164098.0,6664.0,14.9,3.3,6130741.1,392787.1
difmap-postprocessing_ID0000016,None,compute,0,1714242867.0,,,1714242872.0,1714242874.0,1714242890.0,131644922.0,1714242873.0,1714242912.0,1714242901.0,1714242904.0,62393.0,1714242912.0,1714242917.0,5.0,,1.0,39.0,5.0,16.0,1170209787.0,3.0,192902.0,poseidon,condorpool,poseidon-worker-1-container-20-23,difmap-postprocessing,/srv/difmap-postprocessing,,5.6,0,0,0.1,57575858.0,53704.0,27789.0,11.0,3.4,1.4,5757585.8,5370.4
difmap-postprocessing_ID0000017,cpu_3,compute,0,1714242867.0,,,1714242872.0,1714242873.0,1714242890.0,129581084.8,1714242872.0,1714242912.0,1714242902.0,1714242905.0,55659.0,1714242912.0,1714242917.0,5.0,,0.0,40.0,5.0,17.0,1170209787.0,3.0,172536.0,poseidon,condorpool,poseidon-worker-2-container-36-39,difmap-postprocessing,/srv/difmap-postprocessing,,5.3,0,0,0.1,47169756.0,53704.0,26005.0,11.0,2.1,1.0,4716975.6,5370.4
