,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_eht-difmap_0_condorpool,None,auxiliary,0,1714388287.0,,,1714388288.0,,,0.0,1714388292.0,1714388298.0,,,0.0,1714388298.0,1714388303.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L eht-difmap -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
difmapp_ID0000022,hdd_10,compute,0,1714388303.0,,,1714388308.0,1714388327.0,1714388358.0,47999059.5,1714388326.0,1714388568.0,1714388455.0,1714388458.0,775013.0,1714388568.0,1714388573.0,5.0,,18.0,242.0,5.0,31.0,1169710926.0,3.0,2656159.0,poseidon,condorpool,poseidon-worker-2-container-44-47,difmapp,/srv/difmapp,,0.8,0,0,0.0,1034975.0,734827.0,16616.0,15990.0,0.3,0.6,6088.1,6680.2
difmapp_ID0000001,None,compute,0,1714388303.0,,,1714388308.0,1714388327.0,1714388361.0,107066160.2,1714388326.0,1714388468.0,1714388455.0,1714388458.0,802497.0,1714388468.0,1714388473.0,5.0,,18.0,142.0,5.0,34.0,1169846286.0,3.0,2777030.0,poseidon,condorpool,poseidon-worker-2-container-40-43,difmapp,/srv/difmapp,,0.3,0,0,0.0,481930.0,259476.0,5950.0,5616.0,0.1,0.2,16064.3,8649.2
difmapp_ID0000012,hdd_10,compute,0,1714388303.0,,,1714388308.0,1714388327.0,1714388361.0,113141905.6,1714388326.0,1714388568.0,1714388455.0,1714388458.0,832671.0,1714388568.0,1714388573.0,5.0,,18.0,242.0,5.0,34.0,1169929806.0,3.0,2864083.0,poseidon,condorpool,poseidon-worker-2-container-32-35,difmapp,/srv/difmapp,,0.6,0,0,0.0,738441.0,438326.0,9970.0,9344.0,0.2,0.4,4343.8,6261.8
difmapp_ID0000004,None,compute,0,1714388303.0,,,1714388308.0,1714388327.0,1714388343.0,123148399.4,1714388326.0,1714388378.0,1714388366.0,1714388370.0,826580.0,1714388378.0,1714388383.0,5.0,,18.0,52.0,5.0,16.0,1169794446.0,4.0,2730916.0,poseidon,condorpool,poseidon-worker-1-container-44-47,difmapp,/srv/difmapp,,0.3,0,0,0.0,507241.0,287516.0,6400.0,6072.0,0.1,0.2,16908.0,9583.9
difmapp_ID0000026,None,compute,0,1714388303.0,,,1714388308.0,1714388327.0,1714388361.0,115222497.6,1714388326.0,1714388468.0,1714388455.0,1714388458.0,762747.0,1714388468.0,1714388473.0,5.0,,18.0,142.0,5.0,34.0,1169710926.0,3.0,2657210.0,poseidon,condorpool,poseidon-worker-2-container-28-31,difmapp,/srv/difmapp,,0.9,0,0,0.0,1000763.0,733916.0,16628.0,16126.0,0.4,0.5,9097.8,6672.0
difmapp_ID0000015,None,compute,0,1714388303.0,,,1714388308.0,1714388327.0,1714388358.0,45532796.3,1714388326.0,1714388468.0,1714388455.0,1714388458.0,676708.0,1714388468.0,1714388473.0,5.0,,18.0,142.0,5.0,31.0,1169368206.0,3.0,2345144.0,poseidon,condorpool,poseidon-worker-2-container-24-27,difmapp,/srv/difmapp,,0.2,0,0,0.0,456473.0,242308.0,5323.0,5016.0,0.1,0.1,22823.7,12115.4
difmapp_ID0000008,None,compute,0,1714388303.0,,,1714388308.0,1714388327.0,1714388358.0,47846404.0,1714388326.0,1714388468.0,1714388455.0,1714388458.0,816807.0,1714388468.0,1714388473.0,5.0,,18.0,142.0,5.0,31.0,1169895246.0,3.0,2830977.0,poseidon,condorpool,poseidon-worker-2-container-20-23,difmapp,/srv/difmapp,,0.5,0,0,0.0,657367.0,421005.0,9203.0,8812.0,0.2,0.3,10956.1,7016.8
difmapp_ID0000019,None,compute,0,1714388303.0,,,1714388308.0,1714388327.0,1714388343.0,130231805.2,1714388327.0,1714388373.0,1714388360.0,1714388363.0,701455.0,1714388373.0,1714388378.0,5.0,,19.0,46.0,5.0,16.0,1169388366.0,3.0,2363009.0,poseidon,condorpool,poseidon-worker-1-container-32-35,difmapp,/srv/difmapp,,0.2,0,0,0.0,465706.0,248786.0,5417.0,5104.0,0.1,0.1,23285.3,12439.3
difmap-postprocessing_ID0000021,None,compute,0,1714388378.0,,,1714388383.0,1714388385.0,1714388401.0,129429090.8,1714388384.0,1714388423.0,1714388412.0,1714388415.0,50706.0,1714388423.0,1714388428.0,5.0,,1.0,39.0,5.0,16.0,1170209787.0,3.0,158326.0,poseidon,condorpool,poseidon-worker-1-container-32-35,difmap-postprocessing,/srv/difmap-postprocessing,,5.3,0,0,0.1,59520495.0,64884.0,29627.0,14.0,3.4,1.5,5952049.5,6488.4
