,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_eht-difmap_0_condorpool,None,auxiliary,0,1714185238.0,,,1714185239.0,,,0.0,1714185243.0,1714185249.0,,,0.0,1714185249.0,1714185254.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L eht-difmap -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
difmapp_ID0000022,None,compute,0,1714185254.0,,,1714185259.0,1714185278.0,1714185297.0,105039509.6,1714185277.0,1714185364.0,1714185355.0,1714185358.0,783919.0,1714185364.0,1714185369.0,5.0,,18.0,87.0,5.0,19.0,1169710926.0,3.0,2656159.0,poseidon,condorpool,poseidon-worker-2-container-40-43,difmapp,/srv/difmapp,,0.8,0,0,0.0,958635.0,698722.0,15538.0,15060.0,0.3,0.5,9586.4,6987.2
difmapp_ID0000001,None,compute,0,1714185254.0,,,1714185259.0,1714185278.0,1714185295.0,129428169.0,1714185277.0,1714185334.0,1714185320.0,1714185324.0,852358.0,1714185334.0,1714185339.0,5.0,,18.0,57.0,5.0,17.0,1169846286.0,4.0,2777030.0,poseidon,condorpool,poseidon-worker-2-container-32-35,difmapp,/srv/difmapp,,0.3,0,0,0.0,554965.0,328341.0,7526.0,7174.0,0.1,0.2,13874.1,8208.5
difmapp_ID0000012,None,compute,0,1714185254.0,,,1714185259.0,1714185278.0,1714185296.0,105558854.6,1714185277.0,1714185344.0,1714185333.0,1714185337.0,876120.0,1714185344.0,1714185349.0,5.0,,18.0,67.0,5.0,18.0,1169929806.0,4.0,2864083.0,poseidon,condorpool,poseidon-worker-2-container-36-39,difmapp,/srv/difmapp,,0.5,0,0,0.0,651176.0,412084.0,9161.0,8764.0,0.2,0.4,10852.9,6868.1
difmapp_ID0000004,None,compute,0,1714185254.0,,,1714185259.0,1714185278.0,1714185295.0,128565868.8,1714185277.0,1714185329.0,1714185319.0,1714185322.0,829909.0,1714185329.0,1714185334.0,5.0,,18.0,52.0,5.0,17.0,1169794446.0,3.0,2730916.0,poseidon,condorpool,poseidon-worker-2-container-44-47,difmapp,/srv/difmapp,,0.3,0,0,0.0,488465.0,266012.0,5882.0,5548.0,0.1,0.2,16282.2,8867.1
difmapp_ID0000026,None,compute,0,1714185254.0,,,1714185259.0,1714185278.0,1714185294.0,127358988.1,1714185277.0,1714185369.0,1714185356.0,1714185359.0,797485.0,1714185369.0,1714185374.0,5.0,,18.0,92.0,5.0,16.0,1169710926.0,3.0,2657210.0,poseidon,condorpool,poseidon-worker-1-container-40-43,difmapp,/srv/difmapp,,1.1,0,0,0.0,1015815.0,751703.0,15964.0,15468.0,0.5,0.6,9234.7,6833.7
difmapp_ID0000015,None,compute,0,1714185254.0,,,1714185259.0,1714185278.0,1714185297.0,101890840.9,1714185277.0,1714185324.0,1714185313.0,1714185317.0,716701.0,1714185324.0,1714185329.0,5.0,,18.0,47.0,5.0,19.0,1169368206.0,4.0,2345144.0,poseidon,condorpool,poseidon-worker-2-container-0-3,difmapp,/srv/difmapp,,0.3,0,0,0.0,455353.0,241265.0,5233.0,4926.0,0.1,0.2,22767.7,12063.2
difmapp_ID0000008,None,compute,0,1714185254.0,,,1714185259.0,1714185278.0,1714185295.0,130520010.8,1714185277.0,1714185344.0,1714185331.0,1714185334.0,857746.0,1714185344.0,1714185349.0,5.0,,18.0,67.0,5.0,17.0,1169895246.0,3.0,2830977.0,poseidon,condorpool,poseidon-worker-2-container-28-31,difmapp,/srv/difmapp,,0.5,0,0,0.0,668170.0,430448.0,9424.0,9030.0,0.2,0.3,11136.2,7174.1
difmapp_ID0000019,None,compute,0,1714185254.0,,,1714185259.0,1714185277.0,1714185296.0,102184120.2,1714185277.0,1714185324.0,1714185313.0,1714185316.0,702185.0,1714185324.0,1714185329.0,5.0,,18.0,47.0,5.0,19.0,1169388366.0,3.0,2363009.0,poseidon,condorpool,poseidon-worker-1-container-44-47,difmapp,/srv/difmapp,,0.2,0,0,0.0,455091.0,239551.0,5246.0,4936.0,0.1,0.1,22754.5,11977.5
difmap-postprocessing_ID0000021,None,compute,0,1714185329.0,,,1714185334.0,1714185336.0,1714185352.0,130074016.0,1714185335.0,1714185374.0,1714185363.0,1714185366.0,50959.0,1714185374.0,1714185379.0,5.0,,1.0,39.0,5.0,16.0,1170209787.0,3.0,158326.0,poseidon,condorpool,poseidon-worker-2-container-0-3,difmap-postprocessing,/srv/difmap-postprocessing,,5.3,0,0,0.1,59523178.0,64884.0,29632.0,14.0,3.4,1.4,5952317.8,6488.4
