,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_eht-smili_0_condorpool,None,auxiliary,0,1714707142.0,,,1714707143.0,,,0.0,1714707147.0,1714707153.0,,,0.0,1714707153.0,1714707158.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L eht-smili -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
smili_imaging_pipeline_ID0000008,None,compute,0,1714707158.0,,,1714707163.0,1714707172.0,1714707195.0,147737605.4,1714707171.0,1714707278.0,1714707269.0,1714707272.0,64484.0,1714707278.0,1714707283.0,5.0,,8.0,107.0,5.0,23.0,2393407551.0,3.0,204480.0,poseidon,condorpool,poseidon-worker-1-container-40-43,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,18.6,0,0,0.1,46769197.0,1205960.0,10855.0,300.0,12.8,2.3,359763.1,20099.3
smili_imaging_pipeline_ID0000006,None,compute,0,1714707158.0,,,1714707163.0,1714707172.0,1714707195.0,148510413.0,1714707171.0,1714707278.0,1714707268.0,1714707271.0,57079.0,1714707278.0,1714707283.0,5.0,,8.0,107.0,5.0,23.0,2393084991.0,3.0,181440.0,poseidon,condorpool,poseidon-worker-2-container-36-39,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,17.4,0,0,0.1,46752525.0,1106771.0,10868.0,262.0,12.5,2.1,359634.8,15811.0
smili_imaging_pipeline_ID0000007,None,compute,0,1714707158.0,,,1714707163.0,1714707172.0,1714707196.0,143331245.2,1714707171.0,1714707283.0,1714707270.0,1714707273.0,62446.0,1714707283.0,1714707288.0,5.0,,8.0,112.0,5.0,24.0,2393407551.0,3.0,198720.0,poseidon,condorpool,poseidon-worker-2-container-40-43,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.3,0,0,0.1,46804398.0,1200438.0,10864.0,301.0,13.7,2.1,360033.8,20007.3
smili_imaging_pipeline_ID0000004,None,compute,0,1714707158.0,,,1714707163.0,1714707172.0,1714707193.0,174734198.1,1714707171.0,1714707278.0,1714707268.0,1714707272.0,67955.0,1714707278.0,1714707283.0,5.0,,8.0,107.0,5.0,21.0,2393626431.0,4.0,216000.0,poseidon,condorpool,poseidon-worker-2-container-44-47,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,20.0,0,0,0.1,46859247.0,1415887.0,10893.0,337.0,17.3,2.0,334708.9,23598.1
smili_imaging_pipeline_ID0000005,None,compute,0,1714707158.0,,,1714707163.0,1714707172.0,1714707195.0,143907767.5,1714707171.0,1714707278.0,1714707268.0,1714707271.0,58035.0,1714707278.0,1714707283.0,5.0,,8.0,107.0,5.0,23.0,2393064831.0,3.0,190080.0,poseidon,condorpool,poseidon-worker-1-container-44-47,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,16.8,0,0,0.1,46750247.0,1128949.0,10865.0,267.0,12.6,2.0,359617.3,14111.9
smili_imaging_pipeline_ID0000002,None,compute,0,1714707158.0,,,1714707163.0,1714707172.0,1714707196.0,140193251.1,1714707171.0,1714707283.0,1714707271.0,1714707274.0,63452.0,1714707283.0,1714707288.0,5.0,,8.0,112.0,5.0,24.0,2393491071.0,3.0,201600.0,poseidon,condorpool,poseidon-worker-2-container-32-35,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.4,0,0,0.1,46806846.0,1235472.0,10856.0,311.0,13.7,2.1,360052.7,20591.2
smili_imaging_pipeline_ID0000003,None,compute,0,1714707158.0,,,1714707163.0,1714707172.0,1714707195.0,152300702.0,1714707171.0,1714707278.0,1714707270.0,1714707273.0,68051.0,1714707278.0,1714707283.0,5.0,,8.0,107.0,5.0,23.0,2393591871.0,3.0,216000.0,poseidon,condorpool,poseidon-worker-1-container-36-39,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.5,0,0,0.1,46929183.0,1282651.0,10869.0,319.0,13.9,2.1,360993.7,21377.5
smili_imaging_pipeline_ID0000001,None,compute,0,1714707158.0,,,1714707163.0,1714707172.0,1714707196.0,136915929.1,1714707171.0,1714707283.0,1714707271.0,1714707274.0,66617.0,1714707283.0,1714707288.0,5.0,,8.0,112.0,5.0,24.0,2393542911.0,3.0,210240.0,poseidon,condorpool,poseidon-worker-2-container-28-31,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.6,0,0,0.1,46812920.0,1247467.0,10857.0,314.0,13.9,2.1,360099.4,20791.1
smili_postprocessing_ID0000009,None,compute,0,1714707283.0,,,1714707288.0,1714707289.0,1714707310.0,175824312.7,1714707288.0,1714707333.0,1714707320.0,1714707323.0,95597.0,1714707333.0,1714707338.0,5.0,,0.0,45.0,5.0,21.0,2392955878.0,3.0,306346.0,poseidon,condorpool,poseidon-worker-1-container-44-47,smili_postprocessing,/srv/smili_postprocessing,,4.6,0,0,,,,,,,,,
