,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_eht-smili_0_condorpool,None,auxiliary,0,1715028531.0,,,1715028532.0,,,0.0,1715028536.0,1715028542.0,,,0.0,1715028542.0,1715028547.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L eht-smili -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
smili_imaging_pipeline_ID0000008,hdd_5,compute,0,1715028547.0,,,1715028552.0,1715028573.0,1715029063.0,151763972.5,1715028572.0,1715029158.0,1715029145.0,1715029148.0,65979.0,1715029158.0,1715029163.0,5.0,,20.0,586.0,5.0,490.0,2393407551.0,3.0,204480.0,poseidon,condorpool,poseidon-worker-2-container-44-47,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.6,0,0,7.4,46796947.0,1210098.0,10896.0,301.0,14.8,2.3,311979.6,13445.5
smili_imaging_pipeline_ID0000006,hdd_5,compute,0,1715028547.0,,,1715028552.0,1715028573.0,1715029063.0,140666807.1,1715028572.0,1715029158.0,1715029145.0,1715029148.0,64587.0,1715029158.0,1715029163.0,5.0,,20.0,586.0,5.0,490.0,2393084991.0,3.0,181440.0,poseidon,condorpool,poseidon-worker-2-container-36-39,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,18.1,0,0,9.1,46762841.0,1110941.0,10903.0,264.0,13.4,2.2,311752.3,12343.8
smili_imaging_pipeline_ID0000007,hdd_5,compute,0,1715028547.0,,,1715028552.0,1715028573.0,1715029063.0,175595948.5,1715028572.0,1715029158.0,1715029145.0,1715029148.0,66085.0,1715029158.0,1715029163.0,5.0,,20.0,586.0,5.0,490.0,2393407551.0,3.0,198720.0,poseidon,condorpool,poseidon-worker-2-container-40-43,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.6,0,0,7.5,46833555.0,1204590.0,10906.0,302.0,14.7,2.3,312223.7,13384.3
smili_imaging_pipeline_ID0000004,None,compute,0,1715028547.0,,,1715028552.0,1715028573.0,1715029063.0,149009304.0,1715028572.0,1715029158.0,1715029146.0,1715029149.0,76473.0,1715029158.0,1715029163.0,5.0,,20.0,586.0,5.0,490.0,2393626431.0,3.0,216000.0,poseidon,condorpool,poseidon-worker-2-container-32-35,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,20.9,0,0,7.3,46858910.0,1286358.0,10890.0,325.0,14.9,2.2,312392.7,16079.5
smili_imaging_pipeline_ID0000005,None,compute,0,1715028547.0,,,1715028552.0,1715028573.0,1715028594.0,175948952.2,1715028572.0,1715028678.0,1715028666.0,1715028669.0,62031.0,1715028678.0,1715028683.0,5.0,,20.0,106.0,5.0,21.0,2393064831.0,3.0,190080.0,poseidon,condorpool,poseidon-worker-1-container-36-39,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,16.8,0,0,0.1,46755729.0,1128961.0,10879.0,267.0,12.5,1.9,359659.5,14112.0
smili_imaging_pipeline_ID0000002,None,compute,0,1715028547.0,,,1715028552.0,1715028573.0,1715028594.0,176249397.2,1715028572.0,1715028678.0,1715028668.0,1715028671.0,71914.0,1715028678.0,1715028683.0,5.0,,20.0,106.0,5.0,21.0,2393491071.0,3.0,201600.0,poseidon,condorpool,poseidon-worker-1-container-40-43,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,18.7,0,0,0.1,46810910.0,1235465.0,10866.0,311.0,13.0,2.3,360083.9,20591.1
smili_imaging_pipeline_ID0000003,hdd_5,compute,0,1715028547.0,,,1715028552.0,1715028573.0,1715029063.0,175453026.9,1715028572.0,1715029158.0,1715029146.0,1715029149.0,76597.0,1715029158.0,1715029163.0,5.0,,20.0,586.0,5.0,490.0,2393591871.0,3.0,216000.0,poseidon,condorpool,poseidon-worker-2-container-28-31,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,20.7,0,0,7.5,46956935.0,1282644.0,10907.0,319.0,14.8,2.2,313046.2,16033.0
smili_imaging_pipeline_ID0000001,hdd_5,compute,0,1715028547.0,,,1715028552.0,1715028573.0,1715029063.0,172238233.6,1715028572.0,1715029158.0,1715029146.0,1715029149.0,74281.0,1715029158.0,1715029163.0,5.0,,20.0,586.0,5.0,490.0,2393542911.0,3.0,210240.0,poseidon,condorpool,poseidon-worker-2-container-16-19,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.9,0,0,7.8,46844779.0,1247485.0,10906.0,315.0,14.7,2.0,312298.5,15593.6
smili_postprocessing_ID0000009,None,compute,0,1715029163.0,,,1715029168.0,1715029169.0,1715029190.0,172136725.8,1715029168.0,1715029668.0,1715029657.0,1715029660.0,100306.0,1715029668.0,1715029673.0,5.0,,0.0,500.0,5.0,21.0,2392955878.0,3.0,306346.0,poseidon,condorpool,poseidon-worker-2-container-32-35,smili_postprocessing,/srv/smili_postprocessing,,4.6,0,0,,,,,,,,,
smili_postprocessing_ID0000011,hdd_5,compute,0,1715029163.0,,,1715029168.0,1715029169.0,1715029647.0,178129965.5,1715029168.0,1715029668.0,1715029658.0,1715029660.0,109990.0,1715029668.0,1715029673.0,5.0,,0.0,500.0,5.0,478.0,2392944358.0,2.0,309879.0,poseidon,condorpool,poseidon-worker-2-container-40-43,smili_postprocessing,/srv/smili_postprocessing,,4.8,0,0,,,,,,,,,
smili_postprocessing_ID0000010,hdd_5,compute,0,1715029163.0,,,1715029168.0,1715029169.0,1715029647.0,181307164.0,1715029168.0,1715029668.0,1715029658.0,1715029661.0,107100.0,1715029668.0,1715029673.0,5.0,,0.0,500.0,5.0,478.0,2392947238.0,3.0,301883.0,poseidon,condorpool,poseidon-worker-2-container-36-39,smili_postprocessing,/srv/smili_postprocessing,,4.9,0,0,0.0,47194575.0,424927.0,14930.0,84.0,2.9,1.9,4719457.5,42492.7
stage_out_local_condorpool_0_0,None,transfer,0,1715029163.0,,,1715029168.0,,,0.0,1715029168.0,1715029178.0,1715029168.0,1715029172.0,402134.0,1715029178.0,1715029183.0,5.0,,0.0,10.0,5.0,,,4.0,1618560.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L eht-smili -T 2024-04-11T00:03:48+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,2.0,0,0,,,,,,,,,
smili_postprocessing_ID0000012,hdd_5,compute,0,1715029163.0,,,1715029168.0,1715029169.0,1715029647.0,169339306.9,1715029168.0,1715029668.0,1715029658.0,1715029660.0,112743.0,1715029668.0,1715029673.0,5.0,,0.0,500.0,5.0,478.0,2392952998.0,2.0,316811.0,poseidon,condorpool,poseidon-worker-2-container-44-47,smili_postprocessing,/srv/smili_postprocessing,,4.8,0,0,,,,,,,,,
stage_out_local_condorpool_1_0,None,transfer,0,1715029673.0,,,1715029678.0,,,0.0,1715029678.0,1715029688.0,1715029679.0,1715029683.0,306686.0,1715029688.0,1715029693.0,5.0,,0.0,10.0,5.0,,,4.0,1234919.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L eht-smili -T 2024-04-11T00:03:48+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,0.5,0,0,,,,,,,,,
cleanup_eht-smili_0_condorpool,None,auxiliary,0,1715029693.0,,,1715029698.0,,,0.0,1715029698.0,1715029708.0,,,0.0,1715029708.0,1715029713.0,5.0,,0.0,10.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::cleanup,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::cleanup -N null -i - -R local  -L eht-smili -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
