,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_eht-smili_0_condorpool,None,auxiliary,0,1714712337.0,,,1714712338.0,,,0.0,1714712342.0,1714712348.0,,,0.0,1714712348.0,1714712353.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L eht-smili -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
smili_imaging_pipeline_ID0000008,None,compute,0,1714712353.0,,,1714712358.0,1714712367.0,1714712389.0,169723865.8,1714712366.0,1714712474.0,1714712463.0,1714712466.0,63090.0,1714712474.0,1714712479.0,5.0,,8.0,108.0,5.0,22.0,2393407551.0,3.0,204480.0,poseidon,condorpool,poseidon-worker-1-container-44-47,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,18.7,0,0,0.1,46770546.0,1205960.0,10862.0,300.0,13.2,2.1,359773.4,20099.3
smili_imaging_pipeline_ID0000006,None,compute,0,1714712353.0,,,1714712358.0,1714712367.0,1714712392.0,135757481.0,1714712366.0,1714712474.0,1714712464.0,1714712468.0,56622.0,1714712474.0,1714712479.0,5.0,,8.0,108.0,5.0,25.0,2393084991.0,4.0,181440.0,poseidon,condorpool,poseidon-worker-1-container-0-3,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,17.2,0,0,0.1,46753708.0,1110945.0,10868.0,264.0,12.4,2.2,359643.9,13886.8
smili_imaging_pipeline_ID0000007,None,compute,0,1714712353.0,,,1714712358.0,1714712367.0,1714712390.0,158117384.9,1714712366.0,1714712474.0,1714712464.0,1714712467.0,62590.0,1714712474.0,1714712479.0,5.0,,8.0,108.0,5.0,23.0,2393407551.0,3.0,198720.0,poseidon,condorpool,poseidon-worker-2-container-40-43,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,18.9,0,0,0.1,46803061.0,1200451.0,10861.0,301.0,13.3,2.1,360023.5,20007.5
smili_imaging_pipeline_ID0000004,None,compute,0,1714712353.0,,,1714712358.0,1714712367.0,1714712389.0,170497819.6,1714712367.0,1714712474.0,1714712464.0,1714712468.0,67792.0,1714712474.0,1714712479.0,5.0,,9.0,107.0,5.0,22.0,2393626431.0,4.0,216000.0,poseidon,condorpool,poseidon-worker-1-container-12-15,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,20.2,0,0,0.1,47023868.0,1320865.0,10904.0,356.0,17.4,2.2,335884.8,16510.8
smili_imaging_pipeline_ID0000005,None,compute,0,1714712353.0,,,1714712358.0,1714712367.0,1714712390.0,147369176.8,1714712366.0,1714712474.0,1714712463.0,1714712467.0,59463.0,1714712474.0,1714712479.0,5.0,,8.0,108.0,5.0,23.0,2393064831.0,4.0,190080.0,poseidon,condorpool,poseidon-worker-2-container-44-47,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,17.6,0,0,0.0,46755722.0,1124824.0,10875.0,266.0,12.4,2.2,359659.4,16068.9
smili_imaging_pipeline_ID0000002,None,compute,0,1714712353.0,,,1714712358.0,1714712367.0,1714712391.0,146264933.1,1714712366.0,1714712479.0,1714712465.0,1714712468.0,63575.0,1714712479.0,1714712484.0,5.0,,8.0,113.0,5.0,24.0,2393491071.0,3.0,201600.0,poseidon,condorpool,poseidon-worker-2-container-32-35,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.0,0,0,0.1,46806826.0,1235492.0,10859.0,311.0,13.6,2.0,360052.5,20591.5
smili_imaging_pipeline_ID0000003,None,compute,0,1714712353.0,,,1714712358.0,1714712367.0,1714712393.0,128502966.1,1714712366.0,1714712479.0,1714712467.0,1714712471.0,68227.0,1714712479.0,1714712484.0,5.0,,8.0,113.0,5.0,26.0,2393591871.0,4.0,216000.0,poseidon,condorpool,poseidon-worker-2-container-36-39,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.2,0,0,0.1,46933282.0,1282640.0,10882.0,319.0,13.8,1.9,361025.2,21377.3
smili_imaging_pipeline_ID0000001,None,compute,0,1714712353.0,,,1714712358.0,1714712367.0,1714712389.0,169670312.5,1714712366.0,1714712474.0,1714712463.0,1714712467.0,64577.0,1714712474.0,1714712479.0,5.0,,8.0,108.0,5.0,22.0,2393542911.0,4.0,210240.0,poseidon,condorpool,poseidon-worker-1-container-36-39,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.3,0,0,0.1,46812887.0,1247480.0,10858.0,314.0,13.7,2.1,360099.1,20791.3
smili_postprocessing_ID0000009,None,compute,0,1714712479.0,,,1714712484.0,1714712485.0,1714712507.0,175998993.8,1714712485.0,1714712529.0,1714712517.0,1714712520.0,96239.0,1714712529.0,1714712534.0,5.0,,1.0,44.0,5.0,22.0,2392955878.0,3.0,306346.0,poseidon,condorpool,poseidon-worker-2-container-36-39,smili_postprocessing,/srv/smili_postprocessing,,4.9,0,0,0.0,47225300.0,429389.0,14965.0,85.0,2.8,1.9,4722530.0,42938.9
