,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_eht-smili_0_condorpool,None,auxiliary,0,1715079199.0,,,1715079200.0,,,0.0,1715079205.0,1715079215.0,,,0.0,1715079215.0,1715079220.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L eht-smili -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
smili_imaging_pipeline_ID0000008,hdd_10,compute,0,1715079220.0,,,1715079225.0,1715079241.0,1715079480.0,175548543.5,1715079240.0,1715079565.0,1715079553.0,1715079556.0,70735.0,1715079565.0,1715079570.0,5.0,,15.0,325.0,5.0,239.0,2393407551.0,3.0,204480.0,poseidon,condorpool,poseidon-worker-2-container-44-47,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,18.2,0,0,0.1,46769203.0,1205995.0,10856.0,300.0,12.7,2.0,359763.1,15074.9
smili_imaging_pipeline_ID0000006,None,compute,0,1715079220.0,,,1715079225.0,1715079241.0,1715079265.0,137739836.3,1715079240.0,1715079550.0,1715079536.0,1715079539.0,59579.0,1715079550.0,1715079555.0,5.0,,15.0,310.0,5.0,24.0,2393084991.0,3.0,181440.0,poseidon,condorpool,poseidon-worker-2-container-40-43,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,17.3,0,0,0.1,46908118.0,1115039.0,11477.0,265.0,14.3,2.2,88505.9,13938.0
smili_imaging_pipeline_ID0000007,None,compute,0,1715079220.0,,,1715079225.0,1715079241.0,1715079262.0,175579941.4,1715079240.0,1715079550.0,1715079537.0,1715079540.0,70989.0,1715079550.0,1715079555.0,5.0,,15.0,310.0,5.0,21.0,2393407551.0,3.0,198720.0,poseidon,condorpool,poseidon-worker-2-container-36-39,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,18.9,0,0,0.1,46981215.0,1208669.0,11495.0,303.0,16.1,2.2,87002.3,15108.4
smili_imaging_pipeline_ID0000004,None,compute,0,1715079220.0,,,1715079225.0,1715079241.0,1715079262.0,174696644.6,1715079240.0,1715079350.0,1715079337.0,1715079340.0,76324.0,1715079350.0,1715079355.0,5.0,,15.0,110.0,5.0,21.0,2393626431.0,3.0,216000.0,poseidon,condorpool,poseidon-worker-1-container-44-47,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.8,0,0,0.1,47026650.0,1442175.0,10915.0,366.0,17.0,2.2,335904.6,18027.2
smili_imaging_pipeline_ID0000005,None,compute,0,1715079220.0,,,1715079225.0,1715079241.0,1715079266.0,131460077.9,1715079240.0,1715079350.0,1715079339.0,1715079342.0,68076.0,1715079350.0,1715079355.0,5.0,,15.0,110.0,5.0,25.0,2393064831.0,3.0,190080.0,poseidon,condorpool,poseidon-worker-1-container-32-35,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,17.1,0,0,0.1,46750279.0,1128954.0,10869.0,267.0,12.4,2.0,359617.5,14111.9
smili_imaging_pipeline_ID0000002,None,compute,0,1715079220.0,,,1715079225.0,1715079240.0,1715079262.0,169623348.3,1715079239.0,1715079350.0,1715079336.0,1715079340.0,66107.0,1715079350.0,1715079355.0,5.0,,14.0,111.0,5.0,22.0,2393491071.0,4.0,201600.0,poseidon,condorpool,poseidon-worker-1-container-40-43,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,18.8,0,0,0.1,46809603.0,1235473.0,10868.0,311.0,13.2,2.2,360073.9,20591.2
smili_imaging_pipeline_ID0000003,None,compute,0,1715079220.0,,,1715079225.0,1715079240.0,1715079262.0,159300063.3,1715079239.0,1715079550.0,1715079538.0,1715079541.0,76472.0,1715079550.0,1715079555.0,5.0,,14.0,311.0,5.0,22.0,2393591871.0,3.0,216000.0,poseidon,condorpool,poseidon-worker-2-container-32-35,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,19.9,0,0,0.1,47104580.0,1290895.0,11498.0,321.0,16.8,2.2,87230.7,16136.2
smili_imaging_pipeline_ID0000001,None,compute,0,1715079220.0,,,1715079225.0,1715079241.0,1715079269.0,113495279.9,1715079240.0,1715079355.0,1715079344.0,1715079346.0,75009.0,1715079355.0,1715079360.0,5.0,,15.0,115.0,5.0,28.0,2393542911.0,2.0,210240.0,poseidon,condorpool,poseidon-worker-1-container-36-39,smili_imaging_pipeline,/srv/smili_imaging_pipeline,,18.8,0,0,0.1,46812893.0,1247456.0,10858.0,314.0,13.2,2.2,360099.2,20790.9
smili_postprocessing_ID0000010,None,compute,0,1715079355.0,,,1715079360.0,1715079362.0,1715079383.0,173521782.2,1715079361.0,1715079405.0,1715079394.0,1715079396.0,106142.0,1715079405.0,1715079410.0,5.0,,1.0,44.0,5.0,21.0,2392947238.0,2.0,301883.0,poseidon,condorpool,poseidon-worker-1-container-36-39,smili_postprocessing,/srv/smili_postprocessing,,4.6,0,0,,,,,,,,,
