,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_eht-imaging_0_condorpool,None,auxiliary,0,1714509055.0,,,1714509056.0,,,0.0,1714509060.0,1714509066.0,,,0.0,1714509066.0,1714509071.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L eht-imaging -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
eht-imaging_pipeline_ID0000001,None,compute,0,1714509071.0,,,1714509076.0,1714509097.0,1714509114.0,123428097.7,1714509096.0,1714509187.0,1714509177.0,1714509180.0,165736.0,1714509187.0,1714509192.0,5.0,,20.0,91.0,5.0,17.0,1152496270.0,3.0,521049.0,poseidon,condorpool,poseidon-worker-2-container-40-43,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,58.2,0,0,0.1,315519750.0,41743029.0,157415.0,6526.0,45.1,3.0,2868361.4,379482.1
eht-imaging_pipeline_ID0000003,cpu_2,compute,0,1714509071.0,,,1714509076.0,1714509097.0,1714509113.0,130198089.5,1714509097.0,1714509197.0,1714509187.0,1714509191.0,175155.0,1714509197.0,1714509203.0,5.0,,21.0,100.0,6.0,16.0,1152899470.0,4.0,553659.0,poseidon,condorpool,poseidon-worker-1-container-32-35,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,69.7,0,0,0.1,307727662.0,39988451.0,153560.0,6432.0,55.6,2.5,2367135.9,307603.5
eht-imaging_pipeline_ID0000005,None,compute,0,1714509071.0,,,1714509076.0,1714509097.0,1714509114.0,116278099.6,1714509097.0,1714509177.0,1714509166.0,1714509169.0,158365.0,1714509177.0,1714509182.0,5.0,,21.0,80.0,5.0,17.0,1151830990.0,3.0,512010.0,poseidon,condorpool,poseidon-worker-2-container-16-19,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,45.9,0,0,0.0,344981608.0,47062441.0,171627.0,7019.0,34.8,3.4,3833129.0,522916.0
eht-imaging_pipeline_ID0000007,cpu_2,compute,0,1714509071.0,,,1714509076.0,1714509097.0,1714509114.0,122471973.2,1714509096.0,1714509192.0,1714509181.0,1714509184.0,173924.0,1714509192.0,1714509197.0,5.0,,20.0,96.0,5.0,17.0,1152715150.0,3.0,546081.0,poseidon,condorpool,poseidon-worker-2-container-32-35,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,62.0,0,0,0.1,335023137.0,46871892.0,166078.0,7035.0,50.1,2.6,2791859.5,390599.1
eht-imaging_postprocessing_ID0000006,None,compute,0,1714509182.0,,,1714509187.0,1714509188.0,1714509204.0,123119306.3,1714509187.0,1714509228.0,1714509215.0,1714509218.0,60588.0,1714509228.0,1714509233.0,5.0,,0.0,41.0,5.0,16.0,1151392645.0,3.0,192674.0,poseidon,condorpool,poseidon-worker-2-container-40-43,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.2,0,0,0.1,58693884.0,61625.0,28668.0,13.0,3.3,1.6,5869388.4,6162.5
eht-imaging_postprocessing_ID0000002,cpu_2,compute,0,1714509192.0,,,1714509197.0,1714509198.0,1714509214.0,126598559.0,1714509198.0,1714509238.0,1714509225.0,1714509228.0,57904.0,1714509238.0,1714509243.0,5.0,,1.0,40.0,5.0,16.0,1151392645.0,3.0,179912.0,poseidon,condorpool,poseidon-worker-2-container-32-35,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,4.9,0,0,0.1,58793416.0,233743.0,28682.0,17.0,3.6,1.3,5879341.6,23374.3
eht-imaging_postprocessing_ID0000008,cpu_2,compute,0,1714509197.0,,,1714509203.0,1714509204.0,1714509220.0,128474891.0,1714509204.0,1714509243.0,1714509231.0,1714509234.0,61827.0,1714509243.0,1714509248.0,6.0,,1.0,39.0,5.0,16.0,1151392645.0,3.0,190041.0,poseidon,condorpool,poseidon-worker-1-container-32-35,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,4.9,0,0,0.1,58793414.0,243872.0,28682.0,17.0,3.5,1.4,5879341.4,24387.2
eht-imaging_postprocessing_ID0000004,None,compute,0,1714509203.0,,,1714509208.0,1714509225.0,1714509241.0,130055964.8,1714509224.0,1714509263.0,1714509251.0,1714509254.0,56668.0,1714509263.0,1714509268.0,5.0,,16.0,39.0,5.0,16.0,1151392645.0,3.0,179453.0,poseidon,condorpool,poseidon-worker-2-container-40-43,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.0,0,0,0.1,58793527.0,233284.0,28681.0,17.0,3.5,1.4,5879352.7,23328.4
stage_out_local_condorpool_0_0,None,transfer,0,1714509203.0,,,1714509208.0,,,0.0,1714509208.0,1714509218.0,1714509208.0,1714509212.0,528909.0,1714509218.0,1714509223.0,5.0,,0.0,10.0,5.0,,,4.0,2132799.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L eht-imaging -T 2024-04-11T00:03:48+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.3,0,0,,,,,,,,,
