,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_eht-imaging_0_condorpool,None,auxiliary,0,1714586277.0,,,1714586278.0,,,0.0,1714586282.0,1714586288.0,,,0.0,1714586288.0,1714586293.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L eht-imaging -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
eht-imaging_pipeline_ID0000001,None,compute,0,1714586293.0,,,1714586298.0,1714586318.0,1714586335.0,130302592.0,1714586318.0,1714586408.0,1714586398.0,1714586401.0,162299.0,1714586408.0,1714586413.0,5.0,,20.0,90.0,5.0,17.0,1152496270.0,3.0,521049.0,poseidon,condorpool,poseidon-worker-2-container-32-35,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,57.7,0,0,0.0,312608878.0,41722196.0,155640.0,6448.0,44.8,3.1,2841898.9,379292.7
eht-imaging_pipeline_ID0000003,None,compute,0,1714586293.0,,,1714586298.0,1714586318.0,1714586334.0,129353495.5,1714586318.0,1714586423.0,1714586410.0,1714586414.0,174475.0,1714586423.0,1714586428.0,5.0,,20.0,105.0,5.0,16.0,1152899470.0,4.0,553659.0,poseidon,condorpool,poseidon-worker-1-container-44-47,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,72.2,0,0,0.1,376080353.0,40522493.0,176542.0,7706.0,62.4,3.0,2686288.2,289446.4
eht-imaging_pipeline_ID0000005,None,compute,0,1714586293.0,,,1714586298.0,1714586318.0,1714586335.0,129370230.8,1714586318.0,1714586398.0,1714586386.0,1714586389.0,158638.0,1714586398.0,1714586403.0,5.0,,20.0,80.0,5.0,17.0,1151830990.0,3.0,512010.0,poseidon,condorpool,poseidon-worker-2-container-44-47,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,45.5,0,0,0.1,349754350.0,47159772.0,174732.0,7267.0,34.9,3.1,3886159.4,523997.5
eht-imaging_pipeline_ID0000007,None,compute,0,1714586293.0,,,1714586298.0,1714586318.0,1714586335.0,125098057.8,1714586318.0,1714586413.0,1714586402.0,1714586406.0,172556.0,1714586413.0,1714586418.0,5.0,,20.0,95.0,5.0,17.0,1152715150.0,4.0,546081.0,poseidon,condorpool,poseidon-worker-2-container-28-31,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,63.3,0,0,0.1,335058618.0,46881973.0,166100.0,7039.0,50.0,3.1,2792155.1,390683.1
eht-imaging_postprocessing_ID0000006,None,compute,0,1714586403.0,,,1714586408.0,1714586410.0,1714586426.0,127408912.2,1714586409.0,1714586448.0,1714586437.0,1714586440.0,60421.0,1714586448.0,1714586453.0,5.0,,1.0,39.0,5.0,16.0,1151392645.0,3.0,192674.0,poseidon,condorpool,poseidon-worker-2-container-32-35,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.3,0,0,0.0,58693886.0,61625.0,28669.0,13.0,3.3,1.6,5869388.6,6162.5
eht-imaging_postprocessing_ID0000002,None,compute,0,1714586413.0,,,1714586418.0,1714586419.0,1714586436.0,121870619.3,1714586418.0,1714586458.0,1714586446.0,1714586449.0,57648.0,1714586458.0,1714586463.0,5.0,,0.0,40.0,5.0,17.0,1151392645.0,3.0,179912.0,poseidon,condorpool,poseidon-worker-2-container-44-47,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.2,0,0,0.1,58696626.0,61620.0,28675.0,13.0,3.3,1.6,5869662.6,6162.0
eht-imaging_postprocessing_ID0000008,None,compute,0,1714586418.0,,,1714586423.0,1714586424.0,1714586440.0,129657128.8,1714586423.0,1714586463.0,1714586451.0,1714586454.0,61228.0,1714586463.0,1714586468.0,5.0,,0.0,40.0,5.0,16.0,1151392645.0,3.0,190041.0,poseidon,condorpool,poseidon-worker-1-container-44-47,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.2,0,0,0.1,58693881.0,61622.0,28669.0,13.0,3.3,1.6,5869388.1,6162.2
eht-imaging_postprocessing_ID0000004,None,compute,0,1714586428.0,,,1714586433.0,1714586434.0,1714586451.0,125995640.8,1714586434.0,1714586473.0,1714586461.0,1714586464.0,57796.0,1714586473.0,1714586478.0,5.0,,1.0,39.0,5.0,17.0,1151392645.0,3.0,179453.0,poseidon,condorpool,poseidon-worker-2-container-28-31,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.0,0,0,0.1,58793419.0,233284.0,28681.0,17.0,3.5,1.4,5879341.9,23328.4
stage_out_local_condorpool_0_0,None,transfer,0,1714586428.0,,,1714586433.0,,,0.0,1714586433.0,1714586443.0,1714586433.0,1714586437.0,528631.0,1714586443.0,1714586448.0,5.0,,0.0,10.0,5.0,,,4.0,2132799.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L eht-imaging -T 2024-04-11T00:03:48+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.2,0,0,,,,,,,,,
