,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_eht-imaging_0_condorpool,None,auxiliary,0,1714467525.0,,,1714467526.0,,,0.0,1714467530.0,1714467536.0,,,0.0,1714467536.0,1714467541.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L eht-imaging -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
eht-imaging_pipeline_ID0000001,None,compute,0,1714467541.0,,,1714467546.0,1714467565.0,1714467581.0,129785737.8,1714467564.0,1714467656.0,1714467644.0,1714467647.0,160899.0,1714467656.0,1714467661.0,5.0,,18.0,92.0,5.0,16.0,1152496270.0,3.0,521049.0,poseidon,condorpool,poseidon-worker-2-container-44-47,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,58.7,0,0,0.1,308446277.0,41690478.0,153399.0,6341.0,45.2,2.9,2804057.1,379004.3
eht-imaging_pipeline_ID0000003,None,compute,0,1714467541.0,,,1714467546.0,1714467565.0,1714467581.0,129601665.0,1714467564.0,1714467671.0,1714467657.0,1714467661.0,174224.0,1714467671.0,1714467676.0,5.0,,18.0,107.0,5.0,16.0,1152899470.0,4.0,553659.0,poseidon,condorpool,poseidon-worker-2-container-40-43,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,73.1,0,0,0.1,361435511.0,40446590.0,175071.0,7566.0,60.6,3.4,2581682.2,288904.2
eht-imaging_pipeline_ID0000005,None,compute,0,1714467541.0,,,1714467546.0,1714467565.0,1714467581.0,125352500.5,1714467564.0,1714467641.0,1714467631.0,1714467634.0,157574.0,1714467641.0,1714467646.0,5.0,,18.0,77.0,5.0,16.0,1151830990.0,3.0,512010.0,poseidon,condorpool,poseidon-worker-1-container-44-47,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,44.4,0,0,0.1,285497534.0,46413072.0,136482.0,5325.0,31.3,3.0,3568719.2,580163.4
eht-imaging_pipeline_ID0000007,None,compute,0,1714467541.0,,,1714467546.0,1714467565.0,1714467581.0,126399615.2,1714467564.0,1714467661.0,1714467648.0,1714467652.0,172206.0,1714467661.0,1714467666.0,5.0,,18.0,97.0,5.0,16.0,1152715150.0,4.0,546081.0,poseidon,condorpool,poseidon-worker-2-container-28-31,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,62.6,0,0,0.1,336549692.0,46914695.0,167090.0,7102.0,49.3,3.2,2804580.8,390955.8
eht-imaging_postprocessing_ID0000006,None,compute,0,1714467646.0,,,1714467651.0,1714467652.0,1714467668.0,130400647.8,1714467652.0,1714467691.0,1714467679.0,1714467682.0,60273.0,1714467691.0,1714467696.0,5.0,,1.0,39.0,5.0,16.0,1151392645.0,3.0,192674.0,poseidon,condorpool,poseidon-worker-1-container-44-47,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.3,0,0,0.1,58693879.0,61625.0,28670.0,13.0,3.3,1.6,5869387.9,6162.5
eht-imaging_postprocessing_ID0000002,None,compute,0,1714467661.0,,,1714467666.0,1714467667.0,1714467682.0,130508812.5,1714467666.0,1714467706.0,1714467693.0,1714467696.0,56618.0,1714467706.0,1714467711.0,5.0,,0.0,40.0,5.0,15.0,1151392645.0,3.0,179912.0,poseidon,condorpool,poseidon-worker-2-container-44-47,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.4,0,0,0.0,57614879.0,53704.0,27651.0,11.0,3.1,1.8,5761487.9,5370.4
eht-imaging_postprocessing_ID0000008,None,compute,0,1714467666.0,,,1714467671.0,1714467672.0,1714467688.0,123887537.8,1714467671.0,1714467711.0,1714467698.0,1714467701.0,61380.0,1714467711.0,1714467716.0,5.0,,0.0,40.0,5.0,16.0,1151392645.0,3.0,190041.0,poseidon,condorpool,poseidon-worker-2-container-28-31,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.0,0,0,0.1,58793413.0,243872.0,28681.0,17.0,3.3,1.6,5879341.3,24387.2
eht-imaging_postprocessing_ID0000004,None,compute,0,1714467676.0,,,1714467681.0,1714467682.0,1714467698.0,123038742.2,1714467681.0,1714467721.0,1714467709.0,1714467712.0,57855.0,1714467721.0,1714467726.0,5.0,,0.0,40.0,5.0,16.0,1151392645.0,3.0,179453.0,poseidon,condorpool,poseidon-worker-2-container-40-43,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.3,0,0,0.1,58693880.0,61621.0,28669.0,13.0,3.3,1.6,5869388.0,6162.1
stage_out_local_condorpool_0_0,None,transfer,0,1714467676.0,,,1714467681.0,,,0.0,1714467681.0,1714467691.0,1714467681.0,1714467685.0,529198.0,1714467691.0,1714467696.0,5.0,,0.0,10.0,5.0,,,4.0,2132799.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L eht-imaging -T 2024-04-11T00:03:48+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.3,0,0,,,,,,,,,
stage_out_local_condorpool_1_0,None,transfer,0,1714467726.0,,,1714467731.0,,,0.0,1714467731.0,1714467741.0,1714467731.0,1714467735.0,183966.0,1714467741.0,1714467746.0,5.0,,0.0,10.0,5.0,,,4.0,742080.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L eht-imaging -T 2024-04-11T00:03:48+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,0.6,0,0,,,,,,,,,
cleanup_eht-imaging_0_condorpool,None,auxiliary,0,1714467746.0,,,1714467751.0,,,0.0,1714467751.0,1714467761.0,,,0.0,1714467761.0,1714467766.0,5.0,,0.0,10.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::cleanup,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::cleanup -N null -i - -R local  -L eht-imaging -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
