,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_eht-imaging_0_condorpool,None,auxiliary,0,1714538444.0,,,1714538445.0,,,0.0,1714538449.0,1714538455.0,,,0.0,1714538455.0,1714538460.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L eht-imaging -T 2024-04-11T00:03:48+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
eht-imaging_pipeline_ID0000001,None,compute,0,1714538460.0,,,1714538465.0,1714538474.0,1714538490.0,130478253.8,1714538474.0,1714538566.0,1714538557.0,1714538560.0,161266.0,1714538566.0,1714538571.0,5.0,,9.0,92.0,5.0,16.0,1152496270.0,3.0,521049.0,poseidon,condorpool,poseidon-worker-2-container-44-47,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,61.8,0,0,0.0,358018047.0,42111461.0,174098.0,7418.0,49.9,3.5,2983483.7,350928.8
eht-imaging_pipeline_ID0000003,None,compute,0,1714538460.0,,,1714538465.0,1714538474.0,1714538491.0,133679631.0,1714538474.0,1714538581.0,1714538569.0,1714538573.0,170087.0,1714538581.0,1714538586.0,5.0,,9.0,107.0,5.0,17.0,1152899470.0,4.0,553659.0,poseidon,condorpool,poseidon-worker-2-container-32-35,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,75.2,0,0,0.0,309433198.0,40049440.0,154793.0,6541.0,59.3,3.3,2210237.1,286067.4
eht-imaging_pipeline_ID0000005,None,compute,0,1714538460.0,,,1714538465.0,1714538474.0,1714538491.0,130350404.0,1714538474.0,1714538555.0,1714538543.0,1714538547.0,157532.0,1714538555.0,1714538560.0,5.0,,9.0,81.0,5.0,17.0,1151830990.0,4.0,512010.0,poseidon,condorpool,poseidon-worker-2-container-40-43,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,46.9,0,0,0.0,327183133.0,46888500.0,161681.0,6563.0,34.4,3.5,3635368.1,520983.3
eht-imaging_pipeline_ID0000007,None,compute,0,1714538460.0,,,1714538465.0,1714538474.0,1714538491.0,133460189.0,1714538474.0,1714538571.0,1714538558.0,1714538561.0,173168.0,1714538571.0,1714538576.0,5.0,,9.0,97.0,5.0,17.0,1152715150.0,3.0,546081.0,poseidon,condorpool,poseidon-worker-2-container-0-3,eht-imaging_pipeline,/srv/eht-imaging_pipeline,,62.3,0,0,0.1,333639918.0,46881472.0,165415.0,7014.0,49.0,3.3,2780332.6,390678.9
eht-imaging_postprocessing_ID0000006,None,compute,0,1714538560.0,,,1714538565.0,1714538567.0,1714538583.0,130304499.8,1714538566.0,1714538606.0,1714538593.0,1714538596.0,60615.0,1714538606.0,1714538611.0,5.0,,1.0,40.0,5.0,16.0,1151392645.0,3.0,192674.0,poseidon,condorpool,poseidon-worker-2-container-44-47,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.0,0,0,0.1,58797529.0,246505.0,28690.0,17.0,3.5,1.4,5879752.9,24650.5
eht-imaging_postprocessing_ID0000002,None,compute,0,1714538571.0,,,1714538576.0,1714538577.0,1714538593.0,124051992.2,1714538576.0,1714538616.0,1714538604.0,1714538607.0,58093.0,1714538616.0,1714538621.0,5.0,,0.0,40.0,5.0,16.0,1151392645.0,3.0,179912.0,poseidon,condorpool,poseidon-worker-2-container-0-3,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.3,0,0,0.0,58693819.0,61620.0,28670.0,13.0,3.2,1.7,5869381.9,6162.0
eht-imaging_postprocessing_ID0000008,None,compute,0,1714538576.0,,,1714538581.0,1714538582.0,1714538598.0,126220636.5,1714538581.0,1714538621.0,1714538609.0,1714538612.0,61220.0,1714538621.0,1714538626.0,5.0,,0.0,40.0,5.0,16.0,1151392645.0,3.0,190041.0,poseidon,condorpool,poseidon-worker-2-container-32-35,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,5.5,0,0,0.0,57610766.0,53704.0,27642.0,11.0,3.2,1.7,5761076.6,5370.4
eht-imaging_postprocessing_ID0000004,None,compute,0,1714538586.0,,,1714538591.0,1714538603.0,1714538619.0,130267005.2,1714538602.0,1714538641.0,1714538629.0,1714538632.0,56554.0,1714538641.0,1714538646.0,5.0,,11.0,39.0,5.0,16.0,1151392645.0,3.0,179453.0,poseidon,condorpool,poseidon-worker-2-container-44-47,eht-imaging_postprocessing,/srv/eht-imaging_postprocessing,,4.9,0,0,0.1,58794902.0,233284.0,28684.0,17.0,3.5,1.4,5879490.2,23328.4
stage_out_local_condorpool_0_0,None,transfer,0,1714538586.0,,,1714538591.0,,,0.0,1714538591.0,1714538601.0,1714538592.0,1714538596.0,528641.0,1714538601.0,1714538606.0,5.0,,0.0,10.0,5.0,,,4.0,2132799.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L eht-imaging -T 2024-04-11T00:03:48+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.3,0,0,,,,,,,,,
