,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_pycbc-inference_0_condorpool,None,auxiliary,0,1712476801.0,,,1712476802.0,,,0.0,1712476807.0,1712476817.0,,,0.0,1712476817.0,1712476822.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
inference_ID1_ID0000001,None,compute,0,1712476822.0,,,1712476827.0,1712476837.0,1712476854.0,138371301.6,1712476836.0,1712476932.0,1712476917.0,1712476923.0,56410353.0,1712476932.0,1712476937.0,5.0,,9.0,96.0,5.0,17.0,1564500734.0,6.0,346483930.0,poseidon,condorpool,poseidon-worker-2-container-8-11,inference_ID1,/usr/local/bin/pycbc_inference,,57.7,0,0,0.0,1534745736.0,726326490.0,56277.0,24521.0,52.1,4.8,13952234.0,7263264.9
page_versioning_ID8_ID0000008,cpu_3,compute,0,1712476822.0,,,1712476827.0,1712476837.0,1712476845.0,174816779.0,1712476836.0,1712476877.0,1712476864.0,1712476868.0,1703.0,1712476877.0,1712476882.0,5.0,,9.0,41.0,5.0,8.0,1379880960.0,4.0,5344.0,poseidon,condorpool,poseidon-worker-2-container-36-39,page_versioning_ID8,/usr/local/bin/pycbc_page_versioning,,14.1,0,0,0.0,202382707.0,234848.0,35072.0,208.0,1.8,1.3,10119135.4,11742.4
plot_prior_ID6_ID0000006,cpu_3,compute,0,1712476822.0,,,1712476827.0,1712476837.0,1712476852.0,136992332.2,1712476836.0,1712476877.0,1712476867.0,1712476870.0,43124.0,1712476877.0,1712476882.0,5.0,,9.0,41.0,5.0,15.0,1379884044.0,3.0,134320.0,poseidon,condorpool,poseidon-worker-2-container-32-35,plot_prior_ID6,/usr/local/bin/pycbc_inference_plot_prior,,9.3,0,0,0.0,36210980.0,63083.0,8330.0,34.0,3.5,1.4,3621098.0,6308.3
extract_posterior_ID2_ID0000002,None,compute,0,1712476937.0,,,1712476942.0,1712476943.0,1712476962.0,134866331.3,1712476943.0,1712476987.0,1712476972.0,1712476978.0,57382292.0,1712476987.0,1712476992.0,5.0,,1.0,44.0,5.0,19.0,1726364890.0,6.0,346484674.0,poseidon,condorpool,poseidon-worker-2-container-8-11,extract_posterior_ID2,/usr/local/bin/pycbc_inference_extract_samples,,2.7,0,0,,,,,,,,,
plot_spectrum_ID7_ID0000007,cpu_3,compute,0,1712476937.0,,,1712476942.0,1712476943.0,1712476961.0,148540145.8,1712476943.0,1712476982.0,1712476970.0,1712476974.0,60513.0,1712476982.0,1712476987.0,5.0,,1.0,39.0,5.0,18.0,1726364890.0,4.0,192576.0,poseidon,condorpool,poseidon-worker-2-container-32-35,plot_spectrum_ID7,/usr/local/bin/pycbc_plot_psd_file,,3.7,0,0,,,,,,,,,
stage_out_local_condorpool_0_0,None,transfer,0,1712476937.0,,,1712476942.0,,,0.0,1712476942.0,1712476952.0,1712476942.0,1712476946.0,86052186.0,1712476952.0,1712476957.0,5.0,,0.0,10.0,5.0,,,4.0,346623594.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.4,0,0,,,,,,,,,
register_condorpool_0_0,None,auxiliary,0,1712476957.0,,,1712476962.0,,,0.0,1712476962.0,1712476967.0,,,0.0,1712476967.0,1712476972.0,5.0,,0.0,5.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::rc-client,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client,"-n pegasus::rc-client -N null -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client --prefix pegasus.catalog.replica.output --conf /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0285/pegasus.2661729165009740277.properties -v --meta /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0285/00/00/plot_prior_ID6_ID0000006.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0285/00/00/page_versioning_ID8_ID0000008.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0285/00/00/inference_ID1_ID0000001.meta --insert /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0285/00/00/register_condorpool_0_0.in",2.7,0,0,,,,,,,,,
stage_out_local_condorpool_1_0,None,transfer,0,1712476992.0,,,1712476997.0,,,0.0,1712476997.0,1712477007.0,1712476997.0,1712477001.0,86014692.0,1712477007.0,1712477012.0,5.0,,0.0,10.0,5.0,,,4.0,346677250.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.2,0,0,,,,,,,,,
plot_posterior_summary_ID4_ID0000004,None,compute,0,1712476992.0,,,1712476997.0,1712476998.0,1712477016.0,142311081.3,1712476997.0,1712477037.0,1712477026.0,1712477029.0,21133.0,1712477037.0,1712477042.0,5.0,,0.0,40.0,5.0,18.0,1726368718.0,3.0,67594.0,poseidon,condorpool,poseidon-worker-2-container-8-11,plot_posterior_summary_ID4,/usr/local/bin/pycbc_inference_plot_posterior,,3.9,0,0,,,,,,,,,
