,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_pycbc-inference_0_condorpool,None,auxiliary,0,1712583321.0,,,1712583322.0,,,0.0,1712583326.0,1712583332.0,,,0.0,1712583332.0,1712583337.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
inference_ID1_ID0000001,hdd_5,compute,0,1712583337.0,,,1712583342.0,1712583353.0,1712583375.0,139844788.7,1712583353.0,1712583752.0,1712583736.0,1712583742.0,56478266.0,1712583752.0,1712583757.0,5.0,,11.0,399.0,5.0,22.0,1564500734.0,6.0,346520219.0,poseidon,condorpool,poseidon-worker-1-container-40-43,inference_ID1,/usr/local/bin/pycbc_inference,,56.8,0,0,0.0,1533071248.0,724644340.0,52652.0,22561.0,47.5,4.7,12775593.7,6038702.8
page_versioning_ID8_ID0000008,hdd_5,compute,0,1712583337.0,,,1712583342.0,1712583353.0,1712583362.0,162295967.0,1712583353.0,1712583747.0,1712583736.0,1712583739.0,1682.0,1712583747.0,1712583752.0,5.0,,11.0,394.0,5.0,9.0,1379880960.0,3.0,5344.0,poseidon,condorpool,poseidon-worker-1-container-36-39,page_versioning_ID8,/usr/local/bin/pycbc_page_versioning,,14.8,0,0,0.0,205578066.0,263165.0,35864.0,221.0,2.0,1.4,10278903.3,13158.2
plot_prior_ID6_ID0000006,None,compute,0,1712583337.0,,,1712583342.0,1712583353.0,1712583369.0,136763689.0,1712583353.0,1712583747.0,1712583736.0,1712583740.0,41678.0,1712583747.0,1712583752.0,5.0,,11.0,394.0,5.0,16.0,1379884044.0,4.0,134340.0,poseidon,condorpool,poseidon-worker-1-container-20-23,plot_prior_ID6,/usr/local/bin/pycbc_inference_plot_prior,,9.6,0,0,0.0,36027652.0,63083.0,8189.0,34.0,3.4,1.5,3602765.2,6308.3
extract_posterior_ID2_ID0000002,None,compute,0,1712583757.0,,,1712583762.0,1712583763.0,1712583781.0,147657193.9,1712583762.0,1712584128.0,1712584115.0,1712584121.0,56600762.0,1712584128.0,1712584133.0,5.0,,0.0,366.0,5.0,18.0,1726401179.0,6.0,346519595.0,poseidon,condorpool,poseidon-worker-1-container-20-23,extract_posterior_ID2,/usr/local/bin/pycbc_inference_extract_samples,,2.5,0,0,,,,,,,,,
plot_spectrum_ID7_ID0000007,hdd_5,compute,0,1712583757.0,,,1712583762.0,1712583763.0,1712583790.0,143422392.6,1712583762.0,1712584128.0,1712584115.0,1712584118.0,60035.0,1712584128.0,1712584133.0,5.0,,0.0,366.0,5.0,27.0,1726401179.0,3.0,192576.0,poseidon,condorpool,poseidon-worker-1-container-40-43,plot_spectrum_ID7,/usr/local/bin/pycbc_plot_psd_file,,3.7,0,0,,,,,,,,,
stage_out_local_condorpool_0_0,None,transfer,0,1712583757.0,,,1712583762.0,,,0.0,1712583762.0,1712583772.0,1712583762.0,1712583766.0,86115694.0,1712583772.0,1712583777.0,5.0,,0.0,10.0,5.0,,,4.0,346659903.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.3,0,0,,,,,,,,,
register_condorpool_0_0,None,auxiliary,0,1712583777.0,,,1712583782.0,,,0.0,1712583782.0,1712583787.0,,,0.0,1712583787.0,1712583792.0,5.0,,0.0,5.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::rc-client,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client,"-n pegasus::rc-client -N null -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client --prefix pegasus.catalog.replica.output --conf /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0388/pegasus.11200807282913893613.properties -v --meta /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0388/00/00/plot_prior_ID6_ID0000006.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0388/00/00/page_versioning_ID8_ID0000008.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0388/00/00/inference_ID1_ID0000001.meta --insert /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0388/00/00/register_condorpool_0_0.in",2.9,0,0,,,,,,,,,
stage_out_local_condorpool_1_0,None,transfer,0,1712584133.0,,,1712584138.0,,,0.0,1712584138.0,1712584148.0,1712584138.0,1712584142.0,85952479.0,1712584148.0,1712584153.0,5.0,,0.0,10.0,5.0,,,4.0,346712171.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.3,0,0,,,,,,,,,
plot_posterior_summary_ID4_ID0000004,None,compute,0,1712584133.0,,,1712584138.0,1712584139.0,1712584157.0,142564722.2,1712584139.0,1712584499.0,1712584486.0,1712584489.0,22377.0,1712584499.0,1712584504.0,5.0,,1.0,360.0,5.0,18.0,1726403639.0,3.0,71033.0,poseidon,condorpool,poseidon-worker-1-container-20-23,plot_posterior_summary_ID4,/usr/local/bin/pycbc_inference_plot_posterior,,4.3,0,0,,,,,,,,,
