,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_pycbc-inference_0_condorpool,None,auxiliary,0,1712614467.0,,,1712614468.0,,,0.0,1712614472.0,1712614478.0,,,0.0,1712614478.0,1712614483.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
inference_ID1_ID0000001,None,compute,0,1712614483.0,,,1712614488.0,1712614508.0,1712614526.0,134572938.0,1712614508.0,1712614603.0,1712614588.0,1712614594.0,56532465.0,1712614603.0,1712614608.0,5.0,,20.0,95.0,5.0,18.0,1564500734.0,6.0,346475403.0,poseidon,condorpool,poseidon-worker-1-container-44-47,inference_ID1,/usr/local/bin/pycbc_inference,,55.8,0,0,0.0,1535051005.0,726538822.0,52635.0,22719.0,51.0,4.5,13955009.1,6604898.4
page_versioning_ID8_ID0000008,None,compute,0,1712614483.0,,,1712614488.0,1712614508.0,1712614517.0,166460866.0,1712614508.0,1712614548.0,1712614537.0,1712614540.0,1692.0,1712614548.0,1712614553.0,5.0,,20.0,40.0,5.0,9.0,1379880960.0,3.0,5344.0,poseidon,condorpool,poseidon-worker-2-container-40-43,page_versioning_ID8,/usr/local/bin/pycbc_page_versioning,,14.4,0,0,0.0,212763731.0,263831.0,37011.0,222.0,2.3,1.5,10638186.6,13191.5
plot_prior_ID6_ID0000006,None,compute,0,1712614483.0,,,1712614488.0,1712614508.0,1712614524.0,135360826.2,1712614508.0,1712614548.0,1712614539.0,1712614542.0,42850.0,1712614548.0,1712614553.0,5.0,,20.0,40.0,5.0,16.0,1379884044.0,3.0,133049.0,poseidon,condorpool,poseidon-worker-2-container-28-31,plot_prior_ID6,/usr/local/bin/pycbc_inference_plot_prior,,9.4,0,0,0.0,36027648.0,63083.0,8188.0,34.0,3.3,1.5,3602764.8,6308.3
extract_posterior_ID2_ID0000002,None,compute,0,1712614608.0,,,1712614613.0,1712614614.0,1712614632.0,141726732.1,1712614613.0,1712614658.0,1712614642.0,1712614648.0,56933019.0,1712614658.0,1712614663.0,5.0,,0.0,45.0,5.0,18.0,1726356363.0,6.0,346474779.0,poseidon,condorpool,poseidon-worker-1-container-44-47,extract_posterior_ID2,/usr/local/bin/pycbc_inference_extract_samples,,2.5,0,0,,,,,,,,,
plot_spectrum_ID7_ID0000007,None,compute,0,1712614608.0,,,1712614613.0,1712614614.0,1712614632.0,142412741.7,1712614613.0,1712614653.0,1712614642.0,1712614645.0,60248.0,1712614653.0,1712614658.0,5.0,,0.0,40.0,5.0,18.0,1726356363.0,3.0,192576.0,poseidon,condorpool,poseidon-worker-2-container-28-31,plot_spectrum_ID7,/usr/local/bin/pycbc_plot_psd_file,,3.7,0,0,,,,,,,,,
stage_out_local_condorpool_0_0,None,transfer,0,1712614608.0,,,1712614613.0,,,0.0,1712614613.0,1712614623.0,1712614613.0,1712614617.0,86036733.0,1712614623.0,1712614628.0,5.0,,0.0,10.0,5.0,,,4.0,346613796.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.3,0,0,,,,,,,,,
register_condorpool_0_0,None,auxiliary,0,1712614628.0,,,1712614633.0,,,0.0,1712614633.0,1712614638.0,,,0.0,1712614638.0,1712614643.0,5.0,,0.0,5.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::rc-client,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client,"-n pegasus::rc-client -N null -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client --prefix pegasus.catalog.replica.output --conf /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0410/pegasus.6622349149121192380.properties -v --meta /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0410/00/00/plot_prior_ID6_ID0000006.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0410/00/00/page_versioning_ID8_ID0000008.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0410/00/00/inference_ID1_ID0000001.meta --insert /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0410/00/00/register_condorpool_0_0.in",2.7,0,0,,,,,,,,,
stage_out_local_condorpool_1_0,None,transfer,0,1712614663.0,,,1712614668.0,,,0.0,1712614668.0,1712614678.0,1712614668.0,1712614672.0,86046758.0,1712614678.0,1712614683.0,5.0,,0.0,10.0,5.0,,,4.0,346667355.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.2,0,0,,,,,,,,,
plot_posterior_summary_ID4_ID0000004,None,compute,0,1712614663.0,,,1712614668.0,1712614669.0,1712614687.0,134635527.0,1712614668.0,1712614708.0,1712614697.0,1712614700.0,22292.0,1712614708.0,1712614713.0,5.0,,0.0,40.0,5.0,18.0,1726358823.0,3.0,69317.0,poseidon,condorpool,poseidon-worker-1-container-44-47,plot_posterior_summary_ID4,/usr/local/bin/pycbc_inference_plot_posterior,,4.0,0,0,,,,,,,,,
