,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_pycbc-inference_0_condorpool,None,auxiliary,0,1712468325.0,,,1712468326.0,,,0.0,1712468331.0,1712468341.0,,,0.0,1712468341.0,1712468346.0,1.0,,5.0,10.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
inference_ID1_ID0000001,None,compute,0,1712468346.0,,,1712468351.0,1712468356.0,1712468373.0,138982508.2,1712468355.0,1712468451.0,1712468435.0,1712468442.0,56375060.0,1712468451.0,1712468456.0,5.0,,4.0,96.0,5.0,17.0,1564500734.0,7.0,346468027.0,poseidon,condorpool,poseidon-worker-1-container-44-47,inference_ID1,/usr/local/bin/pycbc_inference,,57.1,0,0,0.0,1533457035.0,725037850.0,53101.0,23020.0,51.7,4.8,13940518.5,7250378.5
page_versioning_ID8_ID0000008,None,compute,0,1712468346.0,,,1712468351.0,1712468356.0,1712468364.0,171426914.0,1712468355.0,1712468396.0,1712468385.0,1712468388.0,1700.0,1712468396.0,1712468401.0,5.0,,4.0,41.0,5.0,8.0,1379880960.0,3.0,5344.0,poseidon,condorpool,poseidon-worker-1-container-20-23,page_versioning_ID8,/usr/local/bin/pycbc_page_versioning,,14.7,0,0,0.0,208686755.0,263165.0,36373.0,221.0,2.1,1.5,10434337.8,13158.2
plot_prior_ID6_ID0000006,None,compute,0,1712468346.0,,,1712468351.0,1712468356.0,1712468372.0,135330959.3,1712468355.0,1712468396.0,1712468387.0,1712468390.0,43587.0,1712468396.0,1712468401.0,5.0,,4.0,41.0,5.0,16.0,1379884044.0,3.0,135632.0,poseidon,condorpool,poseidon-worker-1-container-32-35,plot_prior_ID6,/usr/local/bin/pycbc_inference_plot_prior,,9.7,0,0,0.0,36027653.0,63083.0,8189.0,34.0,3.3,1.6,3602765.3,6308.3
extract_posterior_ID2_ID0000002,None,compute,0,1712468456.0,,,1712468461.0,1712468462.0,1712468480.0,149035597.1,1712468462.0,1712468506.0,1712468490.0,1712468496.0,56906120.0,1712468506.0,1712468511.0,5.0,,1.0,44.0,5.0,18.0,1726348987.0,6.0,346467379.0,poseidon,condorpool,poseidon-worker-1-container-32-35,extract_posterior_ID2,/usr/local/bin/pycbc_inference_extract_samples,,2.8,0,0,,,,,,,,,
plot_spectrum_ID7_ID0000007,None,compute,0,1712468456.0,,,1712468461.0,1712468462.0,1712468480.0,150375730.9,1712468462.0,1712468501.0,1712468490.0,1712468493.0,59765.0,1712468501.0,1712468506.0,5.0,,1.0,39.0,5.0,18.0,1726348987.0,3.0,192576.0,poseidon,condorpool,poseidon-worker-1-container-20-23,plot_spectrum_ID7,/usr/local/bin/pycbc_plot_psd_file,,4.0,0,0,,,,,,,,,
stage_out_local_condorpool_0_0,None,transfer,0,1712468456.0,,,1712468461.0,,,0.0,1712468461.0,1712468471.0,1712468461.0,1712468465.0,86014626.0,1712468471.0,1712468476.0,5.0,,0.0,10.0,5.0,,,4.0,346609003.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.3,0,0,,,,,,,,,
register_condorpool_0_0,None,auxiliary,0,1712468476.0,,,1712468481.0,,,0.0,1712468481.0,1712468486.0,,,0.0,1712468486.0,1712468491.0,5.0,,0.0,5.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::rc-client,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client,"-n pegasus::rc-client -N null -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client --prefix pegasus.catalog.replica.output --conf /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0265/pegasus.2041022232416904303.properties -v --meta /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0265/00/00/plot_prior_ID6_ID0000006.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0265/00/00/page_versioning_ID8_ID0000008.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0265/00/00/inference_ID1_ID0000001.meta --insert /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0265/00/00/register_condorpool_0_0.in",2.6,0,0,,,,,,,,,
stage_out_local_condorpool_1_0,None,transfer,0,1712468511.0,,,1712468516.0,,,0.0,1712468516.0,1712468526.0,1712468516.0,1712468520.0,86023530.0,1712468526.0,1712468531.0,5.0,,0.0,10.0,5.0,,,4.0,346659955.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.2,0,0,,,,,,,,,
plot_posterior_summary_ID4_ID0000004,None,compute,0,1712468511.0,,,1712468516.0,1712468517.0,1712468535.0,142414592.5,1712468516.0,1712468556.0,1712468545.0,1712468548.0,22017.0,1712468556.0,1712468561.0,5.0,,0.0,40.0,5.0,18.0,1726351423.0,3.0,68238.0,poseidon,condorpool,poseidon-worker-1-container-32-35,plot_posterior_summary_ID4,/usr/local/bin/pycbc_inference_plot_posterior,,3.9,0,0,,,,,,,,,
