,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_pycbc-inference_0_condorpool,None,auxiliary,0,1712651157.0,,,1712651158.0,,,0.0,1712651162.0,1712651168.0,,,0.0,1712651168.0,1712651173.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
inference_ID1_ID0000001,None,compute,0,1712651173.0,,,1712651178.0,1712651198.0,1712651215.0,143810723.5,1712651198.0,1712651353.0,1712651341.0,1712651347.0,56115662.0,1712651353.0,1712651358.0,5.0,,20.0,155.0,5.0,17.0,1564500734.0,6.0,346453739.0,poseidon,condorpool,poseidon-worker-2-container-32-35,inference_ID1,/usr/local/bin/pycbc_inference,,56.6,0,0,0.0,1531747373.0,723329394.0,49529.0,21032.0,48.9,4.5,13924976.1,6575721.8
page_versioning_ID8_ID0000008,hdd_10,compute,0,1712651173.0,,,1712651178.0,1712651198.0,1712651206.0,176518279.0,1712651198.0,1712651353.0,1712651341.0,1712651344.0,1680.0,1712651353.0,1712651358.0,5.0,,20.0,155.0,5.0,8.0,1379880960.0,3.0,5344.0,poseidon,condorpool,poseidon-worker-2-container-0-3,page_versioning_ID8,/usr/local/bin/pycbc_page_versioning,,14.5,0,0,0.0,210859378.0,263831.0,36687.0,222.0,2.2,1.5,10542968.9,13191.5
plot_prior_ID6_ID0000006,hdd_10,compute,0,1712651173.0,,,1712651178.0,1712651198.0,1712651214.0,137380711.6,1712651198.0,1712651353.0,1712651341.0,1712651344.0,41265.0,1712651353.0,1712651358.0,5.0,,20.0,155.0,5.0,16.0,1379884044.0,3.0,133397.0,poseidon,condorpool,poseidon-worker-2-container-36-39,plot_prior_ID6,/usr/local/bin/pycbc_inference_plot_prior,,9.3,0,0,0.0,36027647.0,63083.0,8189.0,34.0,3.4,1.5,3602764.7,6308.3
extract_posterior_ID2_ID0000002,None,compute,0,1712651358.0,,,1712651363.0,1712651364.0,1712651381.0,143379068.0,1712651363.0,1712651553.0,1712651542.0,1712651548.0,56388620.0,1712651553.0,1712651558.0,5.0,,0.0,190.0,5.0,17.0,1726334699.0,6.0,346453339.0,poseidon,condorpool,poseidon-worker-2-container-32-35,extract_posterior_ID2,/usr/local/bin/pycbc_inference_extract_samples,,2.4,0,0,,,,,,,,,
plot_spectrum_ID7_ID0000007,hdd_10,compute,0,1712651358.0,,,1712651363.0,1712651364.0,1712651381.0,146108238.2,1712651363.0,1712651553.0,1712651542.0,1712651545.0,60469.0,1712651553.0,1712651558.0,5.0,,0.0,190.0,5.0,17.0,1726334699.0,3.0,192576.0,poseidon,condorpool,poseidon-worker-2-container-36-39,plot_spectrum_ID7,/usr/local/bin/pycbc_plot_psd_file,,3.7,0,0,,,,,,,,,
stage_out_local_condorpool_0_0,None,transfer,0,1712651358.0,,,1712651363.0,,,0.0,1712651363.0,1712651373.0,1712651363.0,1712651367.0,85976703.0,1712651373.0,1712651378.0,5.0,,0.0,10.0,5.0,,,4.0,346592480.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.4,0,0,,,,,,,,,
register_condorpool_0_0,None,auxiliary,0,1712651378.0,,,1712651383.0,,,0.0,1712651383.0,1712651388.0,,,0.0,1712651388.0,1712651393.0,5.0,,0.0,5.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::rc-client,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client,"-n pegasus::rc-client -N null -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client --prefix pegasus.catalog.replica.output --conf /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0466/pegasus.17660750177380260549.properties -v --meta /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0466/00/00/page_versioning_ID8_ID0000008.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0466/00/00/inference_ID1_ID0000001.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0466/00/00/plot_prior_ID6_ID0000006.meta --insert /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0466/00/00/register_condorpool_0_0.in",3.0,0,0,,,,,,,,,
stage_out_local_condorpool_1_0,None,transfer,0,1712651558.0,,,1712651563.0,,,0.0,1712651564.0,1712651573.0,1712651564.0,1712651568.0,86007615.0,1712651573.0,1712651578.0,5.0,,1.0,9.0,5.0,,,4.0,346645915.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.2,0,0,,,,,,,,,
plot_posterior_summary_ID4_ID0000004,None,compute,0,1712651558.0,,,1712651563.0,1712651565.0,1712651583.0,142477213.9,1712651564.0,1712651923.0,1712651913.0,1712651916.0,20809.0,1712651923.0,1712651928.0,5.0,,1.0,359.0,5.0,18.0,1726337383.0,3.0,67000.0,poseidon,condorpool,poseidon-worker-2-container-32-35,plot_posterior_summary_ID4,/usr/local/bin/pycbc_inference_plot_posterior,,4.1,0,0,,,,,,,,,
