,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_pycbc-inference_0_condorpool,None,auxiliary,0,1712648090.0,,,1712648091.0,,,0.0,1712648095.0,1712648101.0,,,0.0,1712648101.0,1712648106.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 pegasus-transfer,0.3,0,0,,,,,,,,,
inference_ID1_ID0000001,None,compute,0,1712648106.0,,,1712648111.0,1712648115.0,1712648133.0,126064112.0,1712648115.0,1712648211.0,1712648196.0,1712648202.0,56929598.0,1712648211.0,1712648216.0,5.0,,4.0,96.0,5.0,18.0,1564500734.0,6.0,346509163.0,poseidon,condorpool,poseidon-worker-1-container-40-43,inference_ID1,/usr/local/bin/pycbc_inference,,57.7,0,0,0.1,1533293108.0,724874476.0,52946.0,22831.0,51.4,4.5,13939028.3,6589768.0
page_versioning_ID8_ID0000008,hdd_10,compute,0,1712648106.0,,,1712648111.0,1712648115.0,1712648123.0,174263064.0,1712648115.0,1712648271.0,1712648258.0,1712648261.0,1735.0,1712648271.0,1712648276.0,5.0,,4.0,156.0,5.0,8.0,1379880960.0,3.0,5344.0,poseidon,condorpool,poseidon-worker-2-container-36-39,page_versioning_ID8,/usr/local/bin/pycbc_page_versioning,,14.4,0,0,0.0,213204935.0,263831.0,37087.0,222.0,2.3,1.5,10660246.8,13191.5
plot_prior_ID6_ID0000006,hdd_10,compute,0,1712648106.0,,,1712648111.0,1712648115.0,1712648131.0,137061200.4,1712648115.0,1712648276.0,1712648258.0,1712648261.0,43690.0,1712648276.0,1712648281.0,5.0,,4.0,161.0,5.0,16.0,1379884044.0,3.0,136480.0,poseidon,condorpool,poseidon-worker-2-container-44-47,plot_prior_ID6,/usr/local/bin/pycbc_inference_plot_prior,,9.4,0,0,0.0,36027648.0,63083.0,8190.0,34.0,3.3,1.6,3602764.8,6308.3
extract_posterior_ID2_ID0000002,hdd_10,compute,0,1712648216.0,,,1712648221.0,1712648256.0,1712648273.0,150923649.5,1712648255.0,1712648481.0,1712648465.0,1712648472.0,56488471.0,1712648481.0,1712648486.0,5.0,,34.0,226.0,5.0,17.0,1726390123.0,7.0,346508515.0,poseidon,condorpool,poseidon-worker-2-container-44-47,extract_posterior_ID2,/usr/local/bin/pycbc_inference_extract_samples,,2.6,0,0,,,,,,,,,
plot_spectrum_ID7_ID0000007,None,compute,0,1712648216.0,,,1712648221.0,1712648223.0,1712648240.0,143337627.6,1712648222.0,1712648261.0,1712648250.0,1712648253.0,60558.0,1712648261.0,1712648266.0,5.0,,1.0,39.0,5.0,17.0,1726390123.0,3.0,192576.0,poseidon,condorpool,poseidon-worker-1-container-40-43,plot_spectrum_ID7,/usr/local/bin/pycbc_plot_psd_file,,3.7,0,0,,,,,,,,,
stage_out_local_condorpool_0_0,None,transfer,0,1712648281.0,,,1712648286.0,,,0.0,1712648286.0,1712648296.0,1712648286.0,1712648290.0,85883752.0,1712648296.0,1712648301.0,5.0,,0.0,10.0,5.0,,,4.0,346650987.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.6,0,0,,,,,,,,,
register_condorpool_0_0,None,auxiliary,0,1712648301.0,,,1712648306.0,,,0.0,1712648306.0,1712648311.0,,,0.0,1712648311.0,1712648316.0,5.0,,0.0,5.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::rc-client,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client,"-n pegasus::rc-client -N null -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client --prefix pegasus.catalog.replica.output --conf /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0462/pegasus.583988683638080639.properties -v --meta /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0462/00/00/plot_prior_ID6_ID0000006.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0462/00/00/page_versioning_ID8_ID0000008.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0462/00/00/inference_ID1_ID0000001.meta --insert /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0462/00/00/register_condorpool_0_0.in",2.9,0,0,,,,,,,,,
stage_out_local_condorpool_1_0,None,transfer,0,1712648486.0,,,1712648491.0,,,0.0,1712648491.0,1712648501.0,1712648491.0,1712648495.0,85974678.0,1712648501.0,1712648506.0,5.0,,0.0,10.0,5.0,,,4.0,346701091.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,1.3,0,0,,,,,,,,,
plot_posterior_summary_ID4_ID0000004,hdd_10,compute,0,1712648486.0,,,1712648491.0,1712648492.0,1712648523.0,80426609.2,1712648491.0,1712648851.0,1712648839.0,1712648843.0,22549.0,1712648851.0,1712648856.0,5.0,,0.0,360.0,5.0,31.0,1726392559.0,4.0,72043.0,poseidon,condorpool,poseidon-worker-2-container-44-47,plot_posterior_summary_ID4,/usr/local/bin/pycbc_inference_plot_posterior,,4.2,0,0,,,,,,,,,
table_summary_ID3_ID0000003,hdd_10,compute,0,1712648486.0,,,1712648491.0,1712648492.0,1712648519.0,100151868.5,1712648491.0,1712648851.0,1712648839.0,1712648843.0,1020.0,1712648851.0,1712648856.0,5.0,,0.0,360.0,5.0,27.0,1726389475.0,4.0,3214.0,poseidon,condorpool,poseidon-worker-2-container-44-47,table_summary_ID3,/usr/local/bin/pycbc_inference_table_summary,,3.1,0,0,,,,,,,,,
plot_posterior_ID5_ID0000005,None,compute,0,1712648486.0,,,1712648491.0,1712648492.0,1712648509.0,151071414.5,1712648491.0,1712648531.0,1712648521.0,1712648524.0,47303.0,1712648531.0,1712648536.0,5.0,,0.0,40.0,5.0,17.0,1726392559.0,3.0,151186.0,poseidon,condorpool,poseidon-worker-1-container-40-43,plot_posterior_ID5,/usr/local/bin/pycbc_inference_plot_posterior,,5.3,0,0,0.1,37260960.0,63083.0,9161.0,34.0,3.5,1.4,3726096.0,6308.3
register_condorpool_1_0,None,auxiliary,0,1712648506.0,,,1712648511.0,,,0.0,1712648511.0,1712648516.0,,,0.0,1712648516.0,1712648521.0,5.0,,0.0,5.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::rc-client,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client,"-n pegasus::rc-client -N null -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/pegasus-rc-client --prefix pegasus.catalog.replica.output --conf /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0462/pegasus.583988683638080639.properties -v --meta /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0462/00/00/plot_spectrum_ID7_ID0000007.meta,/mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0462/00/00/extract_posterior_ID2_ID0000002.meta --insert /mnt/poseidon-data/poseidon/workflows/pycbc/inference/poseidon/submit/poseidon/pegasus/pycbc-inference/run0462/00/00/register_condorpool_1_0.in",2.9,0,0,,,,,,,,,
results_page_ID9_ID0000009,hdd_10,compute,0,1712648856.0,,,1712648861.0,1712648862.0,1712648870.0,174351310.0,1712648861.0,1712649007.0,,,0.0,1712649007.0,1712649012.0,5.0,,0.0,146.0,5.0,8.0,1379880960.0,,,poseidon,condorpool,poseidon-worker-2-container-44-47,results_page_ID9,/usr/local/bin/pycbc_make_html_page,,12.2,0,0,0.1,37602824.0,6831190.0,10837.0,455.0,8.4,1.4,1880141.2,341559.5
stage_out_local_condorpool_2_0,None,transfer,0,1712648856.0,,,1712648861.0,,,0.0,1712648861.0,1712648871.0,1712648861.0,1712648865.0,56183.0,1712648871.0,1712648876.0,5.0,,0.0,10.0,5.0,,,4.0,226443.0,poseidon,local,poseidon-submit,pegasus::transfer,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,/home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-kickstart  -n pegasus::transfer -N null -i - -R local  -L pycbc-inference -T 2024-03-26T22:56:52+00:00 /home/poseidon/pegasus-5.1.0panorama/bin/../bin/pegasus-transfer  --threads 2,0.5,0,0,,,,,,,,,
