,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_somospie_0_condorpool,None,auxiliary,0,1711971292.0,,,1711971293.0,,,0.0,1711971297.0,1711971303.0,,,0.0,1711971303.0,1711971308.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L somospie -T 2024-03-27T17:59:14+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
get_sm_ID0000019,hdd_5,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971434.0,34116667.8,1711971328.0,1711971463.0,1711971450.0,1711971453.0,268958.0,1711971463.0,1711971468.0,5.0,,15.0,135.0,5.0,105.0,459739344.0,3.0,873152.0,poseidon,condorpool,poseidon-worker-1-container-20-23,get_sm,/srv/get_sm,,2.0,0,0,,,,,,,,,
get_sm_ID0000018,None,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971427.0,4230171.8,1711971328.0,1711971463.0,1711971449.0,1711971453.0,214238.0,1711971463.0,1711971468.0,5.0,,15.0,135.0,5.0,98.0,449409643.0,4.0,716593.0,poseidon,condorpool,poseidon-worker-1-container-40-43,get_sm,/srv/get_sm,,1.9,0,0,,,,,,,,,
get_sm_ID0000017,None,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971433.0,28612512.3,1711971328.0,1711971463.0,1711971449.0,1711971453.0,183928.0,1711971463.0,1711971468.0,5.0,,15.0,135.0,5.0,104.0,444771924.0,4.0,613264.0,poseidon,condorpool,poseidon-worker-1-container-24-27,get_sm,/srv/get_sm,,2.0,0,0,,,,,,,,,
get_sm_ID0000016,None,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971350.0,32604193.7,1711971328.0,1711971368.0,1711971357.0,1711971360.0,168272.0,1711971368.0,1711971373.0,5.0,,15.0,40.0,5.0,21.0,436178789.0,3.0,550490.0,poseidon,condorpool,poseidon-worker-2-container-44-47,get_sm,/srv/get_sm,,1.8,0,0,,,,,,,,,
get_sm_ID0000026,hdd_5,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971435.0,26202314.7,1711971328.0,1711971463.0,1711971449.0,1711971453.0,184640.0,1711971463.0,1711971468.0,5.0,,15.0,135.0,5.0,106.0,442257808.0,4.0,608523.0,poseidon,condorpool,poseidon-worker-1-container-0-3,get_sm,/srv/get_sm,,1.9,0,0,,,,,,,,,
get_sm_ID0000015,None,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971431.0,29326528.9,1711971328.0,1711971463.0,1711971449.0,1711971453.0,165560.0,1711971463.0,1711971468.0,5.0,,15.0,135.0,5.0,102.0,440090843.0,4.0,551360.0,poseidon,condorpool,poseidon-worker-1-container-32-35,get_sm,/srv/get_sm,,1.9,0,0,,,,,,,,,
merge_ID0000001,None,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971350.0,121351194.0,1711971328.0,1711971403.0,1711971383.0,1711971397.0,91365825.0,1711971403.0,1711971408.0,5.0,,15.0,75.0,5.0,21.0,1726068480.0,14.0,1298102725.0,poseidon,condorpool,poseidon-worker-2-container-36-39,merge,/srv/merge,,41.2,0,0,0.0,979725531.0,1294859587.0,10785.0,39551.0,34.8,2.3,48986276.5,64742979.4
get_sm_ID0000024,None,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971431.0,3844810.2,1711971328.0,1711971463.0,1711971449.0,1711971453.0,244740.0,1711971463.0,1711971468.0,5.0,,15.0,135.0,5.0,102.0,457521962.0,4.0,830231.0,poseidon,condorpool,poseidon-worker-1-container-4-7,get_sm,/srv/get_sm,,2.0,0,0,,,,,,,,,
get_sm_ID0000023,None,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971350.0,32361268.0,1711971328.0,1711971368.0,1711971357.0,1711971360.0,294943.0,1711971368.0,1711971373.0,5.0,,15.0,40.0,5.0,21.0,467398273.0,3.0,943297.0,poseidon,condorpool,poseidon-worker-2-container-0-3,get_sm,/srv/get_sm,,2.0,0,0,,,,,,,,,
get_sm_ID0000022,None,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971350.0,30510740.7,1711971328.0,1711971368.0,1711971358.0,1711971361.0,296991.0,1711971368.0,1711971373.0,5.0,,15.0,40.0,5.0,21.0,475800760.0,3.0,952852.0,poseidon,condorpool,poseidon-worker-2-container-32-35,get_sm,/srv/get_sm,,2.1,0,0,,,,,,,,,
get_sm_ID0000021,None,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971350.0,32938249.0,1711971328.0,1711971368.0,1711971357.0,1711971360.0,293180.0,1711971368.0,1711971373.0,5.0,,15.0,40.0,5.0,21.0,475840244.0,3.0,951505.0,poseidon,condorpool,poseidon-worker-2-container-40-43,get_sm,/srv/get_sm,,2.1,0,0,,,,,,,,,
get_sm_ID0000020,None,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971432.0,4764800.0,1711971328.0,1711971463.0,1711971449.0,1711971453.0,273422.0,1711971463.0,1711971468.0,5.0,,15.0,135.0,5.0,103.0,470635724.0,4.0,945682.0,poseidon,condorpool,poseidon-worker-1-container-44-47,get_sm,/srv/get_sm,,1.9,0,0,,,,,,,,,
get_sm_ID0000025,hdd_5,compute,0,1711971308.0,,,1711971313.0,1711971329.0,1711971434.0,27968806.0,1711971328.0,1711971463.0,1711971449.0,1711971453.0,211431.0,1711971463.0,1711971468.0,5.0,,15.0,135.0,5.0,105.0,447555942.0,4.0,712778.0,poseidon,condorpool,poseidon-worker-1-container-36-39,get_sm,/srv/get_sm,,1.8,0,0,,,,,,,,,
