,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_somospie_0_condorpool,None,auxiliary,0,1711770302.0,,,1711770303.0,,,0.0,1711770307.0,1711770313.0,,,0.0,1711770313.0,1711770318.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L somospie -T 2024-03-27T17:59:14+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
get_sm_ID0000019,None,compute,0,1711770318.0,,,1711770323.0,1711770344.0,1711770364.0,37217218.7,1711770343.0,1711770383.0,1711770371.0,1711770374.0,270731.0,1711770383.0,1711770388.0,5.0,,20.0,40.0,5.0,20.0,459739344.0,3.0,873152.0,poseidon,condorpool,poseidon-worker-1-container-16-19,get_sm,/srv/get_sm,,2.0,0,0,,,,,,,,,
get_sm_ID0000018,cpu_2,compute,0,1711770318.0,,,1711770323.0,1711770344.0,1711770366.0,27271715.2,1711770343.0,1711770383.0,1711770373.0,1711770377.0,226155.0,1711770383.0,1711770388.0,5.0,,20.0,40.0,5.0,22.0,449409643.0,4.0,716593.0,poseidon,condorpool,poseidon-worker-1-container-32-35,get_sm,/srv/get_sm,,1.8,0,0,,,,,,,,,
get_sm_ID0000017,None,compute,0,1711770318.0,,,1711770323.0,1711770344.0,1711770362.0,34808976.9,1711770343.0,1711770378.0,1711770369.0,1711770372.0,189434.0,1711770378.0,1711770383.0,5.0,,20.0,35.0,5.0,18.0,444771924.0,3.0,613264.0,poseidon,condorpool,poseidon-worker-1-container-28-31,get_sm,/srv/get_sm,,2.0,0,0,,,,,,,,,
get_sm_ID0000016,cpu_2,compute,0,1711770318.0,,,1711770323.0,1711770344.0,1711770362.0,38402311.2,1711770343.0,1711770378.0,1711770369.0,1711770372.0,169968.0,1711770378.0,1711770383.0,5.0,,20.0,35.0,5.0,18.0,436178789.0,3.0,550490.0,poseidon,condorpool,poseidon-worker-2-container-24-27,get_sm,/srv/get_sm,,1.8,0,0,,,,,,,,,
get_sm_ID0000026,None,compute,0,1711770318.0,,,1711770323.0,1711770344.0,1711770363.0,33908258.8,1711770343.0,1711770383.0,1711770370.0,1711770374.0,190548.0,1711770383.0,1711770388.0,5.0,,20.0,40.0,5.0,19.0,442257808.0,4.0,608523.0,poseidon,condorpool,poseidon-worker-1-container-36-39,get_sm,/srv/get_sm,,1.8,0,0,,,,,,,,,
get_sm_ID0000015,None,compute,0,1711770318.0,,,1711770323.0,1711770344.0,1711770362.0,41723027.8,1711770343.0,1711770378.0,1711770369.0,1711770372.0,166227.0,1711770378.0,1711770383.0,5.0,,20.0,35.0,5.0,18.0,440090843.0,3.0,551360.0,poseidon,condorpool,poseidon-worker-2-container-40-43,get_sm,/srv/get_sm,,2.0,0,0,,,,,,,,,
merge_ID0000001,None,compute,0,1711770318.0,,,1711770323.0,1711770344.0,1711770364.0,130762034.0,1711770343.0,1711770418.0,1711770397.0,1711770412.0,91333994.0,1711770418.0,1711770423.0,5.0,,20.0,75.0,5.0,20.0,1726068480.0,15.0,1298102725.0,poseidon,condorpool,poseidon-worker-1-container-24-27,merge,/srv/merge,,41.3,0,0,0.0,979654520.0,1294597442.0,10765.0,39542.0,34.5,2.3,48982726.0,64729872.1
get_sm_ID0000024,cpu_2,compute,0,1711770318.0,,,1711770323.0,1711770344.0,1711770364.0,33752543.3,1711770343.0,1711770383.0,1711770371.0,1711770374.0,258134.0,1711770383.0,1711770388.0,5.0,,20.0,40.0,5.0,20.0,457521962.0,3.0,830231.0,poseidon,condorpool,poseidon-worker-2-container-36-39,get_sm,/srv/get_sm,,1.9,0,0,,,,,,,,,
get_sm_ID0000023,cpu_2,compute,0,1711770318.0,,,1711770323.0,1711770344.0,1711770365.0,32456446.0,1711770343.0,1711770383.0,1711770372.0,1711770375.0,295425.0,1711770383.0,1711770388.0,5.0,,20.0,40.0,5.0,21.0,467398273.0,3.0,943297.0,poseidon,condorpool,poseidon-worker-1-container-44-47,get_sm,/srv/get_sm,,1.8,0,0,,,,,,,,,
